c_pos_x,c_pos_y,c_pos_z,c_rot_x,c_rot_y,c_rot_z,c_rot_w,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w
3.823848,3.623848,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,1.0,0.0017447919,0.09279334,-0.28642878,0.12984233,0.040435683,-0.063578315,-0.065158375,0.99502623,0.038904812,-0.002945037,-0.017818168,-0.08941533
-0.010383486,-0.0029448846,-0.99593604,0.016374871,0.14008151,-0.2790145,0.1429424,0.029170318,0.09430965,-0.21022183,0.97265697,0.043661933,-0.0029633446,-0.014897921
-0.08622079,-0.042513814,0.0018573502,-0.9953668,0.00029210746,0.119613245,-0.280026,0.14323685,0.032116722,0.030577077,-0.15791668,0.9864562,0.043134745,-0.0015455558
-0.012930989,-0.074707605,-0.029167006,0.0038114637,-0.9967716,0.016471192,0.09670813,-0.2797842,0.13905174,0.018899573,-0.033091094,-0.106153786,0.99361926,0.039748423
0.006142755,-0.013775948,-0.017859222,0.008570047,0.025920225,-0.99946773,3.604591e-5,0.10277927,-0.27901518,0.14612414,0.015853772,-0.02132081,-0.1070744,0.99389595
0.035967775,0.011452474,-0.015785636,0.025890144,0.028112136,0.023489416,-0.99899334,5.416572e-5,0.100020796,-0.2780362,0.14567511,0.006163429,-0.015774807,-0.10527338
0.9942991,0.034095827,0.010233894,-0.01539704,0.017399143,0.033346135,0.012576657,-0.9992133,0.016401574,0.09850404,-0.2744986,0.14113323,-0.013277016,-0.024350565
-0.10799263,0.99376476,0.03481497,0.009578604,-0.015424104,0.010957551,0.032852408,0.0057177753,-0.9993838,0.0004556626,0.09920813,-0.26983988,0.13410097,-0.03462959
-0.03581156,-0.11529467,0.9920814,0.035404757,0.008795502,-0.017402384,0.010761098,0.031604588,0.0071378183,-0.99941707,0.016363427,0.09918278,-0.2653375,0.12447009
-0.06670504,-0.047218326,-0.12182952,0.9891807,0.035633817,0.008360068,-0.018736666,0.009058897,0.03189439,0.0075932043,-0.99942136,7.753074e-5,0.09853276,-0.26520383
0.12227273,-0.08161147,-0.0488702,-0.122606516,0.98788613,0.03608996,0.008301446,-0.019788679,0.006704888,0.033064175,0.0068489006,-0.9994073,0.016678616,0.09984282
-0.27383548,0.12749785,-0.061727844,-0.034364004,-0.11558915,0.9907815,0.03582368,0.008032475,-0.021290895,0.0035904367,0.033427633,0.0055771354,-0.99941915,6.274879e-5
0.1000528,-0.27521047,0.12739266,-0.0547517,-0.03189745,-0.11468596,0.99137884,0.036243055,0.009016376,-0.02389941,0.005081548,0.031787965,0.0053429366,-0.99946743
0.00043420494,0.10003343,-0.2752504,0.12727916,-0.05428082,-0.031842455,-0.11458107,0.9914186,0.035291284,0.009552818,-0.024101079,0.0039899726,0.029605007,0.005553205
-0.9995383,0.016631886,0.09985556,-0.27536142,0.12677287,-0.052506473,-0.03167124,-0.11411668,0.9915732,0.033547632,0.009139749,-0.023661917,-0.00022039727,0.02859125
0.0023447063,-0.99958843,0.016671464,0.09975204,-0.27536651,0.12658355,-0.051739078,-0.031603772,-0.113876216,0.9916433,0.033161245,0.008958675,-0.022316959,0.0015716038
0.02636023,0.0028374263,-0.99964726,0.016482636,0.09843172,-0.27649307,0.12646686,-0.039773047,-0.030465538,-0.10957392,0.99271524,0.03171107,0.008232702,-0.01756818
-0.000342948,0.026496751,0.0009881288,-0.9996484,7.912517e-6,0.09828689,-0.27732056,0.12735449,-0.035446554,-0.02932567,-0.108432345,0.9930388,0.031766027,0.0064778267
-0.013007171,-0.008648664,0.029927514,-0.00024180875,-0.99951464,4.7013164e-5,0.098064244,-0.27823728,0.12851435,-0.03265608,-0.028566616,-0.10809447,0.99319345,0.03272699
0.0066112867,-0.010925937,-0.007566073,0.029401394,0.0024006728,-0.99953616,4.9874187e-5,0.09759589,-0.27889955,0.12993152,-0.030424431,-0.028156348,-0.10817764,0.99326694
