c_pos_x,c_pos_y,c_pos_z,c_rot_x,c_rot_y,c_rot_z,c_rot_w,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w
3.804241,3.604241,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,1.0,0.33055168,-1.6899306,-0.27970937,1.6201712,-0.061451647,-0.42817265,0.05735122,0.89977926,-0.10840761,0.037984654,-0.10288612,-0.0045713848
0.18581973,-0.03322589,-0.9820113,0.014254376,-0.08533563,-0.2358151,0.20140202,-0.028337905,0.0041843173,-0.04940507,0.99836797,-0.114033796,0.035907656,-0.09542148
-0.011744205,0.17414647,-0.029650824,-0.9842032,0.011122987,-0.029942174,-0.527694,0.2738954,0.3587418,0.0805633,0.1345894,0.92016286,-0.12017226,0.038030982
-0.087247804,-0.0060262564,0.15729268,-0.031960923,-0.9870163,0.00091676414,-0.03785108,-0.59786844,0.2172514,0.38569346,0.032872364,0.13866273,0.9115551,-0.12099621
0.042753212,-0.07634017,0.0060708434,0.1578572,-0.036368705,-0.9867733,0.01684551,-0.110215515,-0.35887775,0.21706054,0.09634201,-0.10782635,0.068121634,0.9871429
-0.12198547,0.040266834,-0.070199385,-0.010455369,0.15247712,-0.034915343,-0.9876347,0.016502187,-0.14569306,-0.21653165,0.2416752,-0.003779965,-0.13719864,0.046315446
0.98945296,-0.123825036,0.037323467,-0.0737309,-0.0168474,0.15082467,-0.038061015,-0.98768395,0.016558453,-0.16685256,-0.1599632,0.29145658,-0.0031561588,-0.11999511
0.044070177,0.9917909,-0.12633264,0.037070222,-0.081121475,-0.006673854,0.15437312,-0.038756687,-0.98722965,0.00024728477,-0.18481755,-0.14863619,0.28088382,-0.03579264
-0.14316836,0.04894687,0.98783904,-0.120696835,0.039289888,-0.08469955,0.011560209,0.16001616,-0.033798754,-0.98646784,0.016289994,-0.21939728,-0.1441623,0.2587973
-0.047530673,-0.20785363,0.06427446,0.97488797,-0.12221253,0.040147945,-0.08809397,0.023277665,0.19271229,-0.03036548,-0.9805091,0.000100418925,-0.24255168,-0.15778807
0.22881477,-0.045951515,-0.27783778,0.06721161,0.9571715,-0.12683809,0.03992723,-0.090630926,0.02417053,0.23981762,-0.034251817,-0.9699124,0.00041370094,-0.24786915
-0.16911505,0.21369669,-0.04650567,-0.29912537,0.0705471,0.9504654,-0.1325151,0.035407722,-0.09152573,0.0026126343,0.28575972,-0.034166418,-0.95768845,0.01644592
-0.22915184,-0.17174421,0.21890701,-0.04372868,-0.27224028,0.04897997,0.9599865,-0.12814902,0.029948242,-0.08755097,-0.029559413,0.26089627,-0.028701149,-0.96448725
0.016321942,-0.17204595,-0.17273082,0.23703802,-0.04138675,-0.16803172,0.01564843,0.9847881,-0.11098561,0.021822795,-0.07776965,-0.078336164,0.120054506,-0.014112588
-0.9895712,8.134544e-5,-0.11696217,-0.1786919,0.24671504,-0.024132367,-0.096954376,0.0027552645,0.99499243,-0.1044595,0.020627886,-0.076072276,-0.09576264,0.06222523
-0.004005075,-0.99344933,1.2367964e-6,-0.07581046,-0.17960711,0.24457453,-0.039839715,0.013641397,0.02710527,0.99874526,-0.102259,0.024854306,-0.076638564,-0.08793824
0.028884154,-0.0009767048,-0.9957066,7.133186e-5,-0.042771645,-0.17662789,0.23666371,-0.0493843,0.101842426,0.054646697,0.9920701,-0.096696064,0.029482335,-0.078458294
-0.06945225,-0.030349554,-0.0031140812,-0.99711865,0.016563699,-3.5492703e-5,-0.17454948,0.22969191,-0.046166748,0.1630437,0.060308937,0.98369116,-0.08487232,0.03674066
-0.08417466,-0.023567978,-0.13883312,-0.010919395,-0.9899751,0.00010995567,0.04616685,-0.17124872,0.20993629,-0.047757473,0.23287337,0.061238058,0.9694015,-0.07900437
0.037694663,-0.08556667,-0.013930403,-0.19564538,-0.012448493,-0.98049676,0.01678066,0.102033876,-0.17270598,0.18862873,-0.04665747,0.31794548,0.065357566,0.94470215
