c_pos_x,c_pos_y,c_pos_z,c_rot_x,c_rot_y,c_rot_z,c_rot_w,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w
3.8360457,3.6360457,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,1.0,0.26709586,0.0687284,-0.48994914,0.2330739,-0.018126538,-0.020961076,0.030966464,0.9991362,-0.0029002465,-0.007018524,-0.028075386,-0.01622684
0.012986798,-0.022226254,-0.99953693,0.0020521134,0.06928254,-0.48981753,0.23227485,-0.016767863,-0.019632788,0.030527378,0.9992004,-0.0033180602,-0.0067239692,-0.028660338
-0.01691184,0.013463479,-0.022288235,-0.9995179,0.016816422,0.06926793,-0.48982692,0.23223285,-0.016708558,-0.019565003,0.030512804,0.9992032,-0.0027467404,-0.0065265
-0.02856537,-0.016234335,0.01333963,-0.022018187,-0.99953675,0.017010972,0.06923062,-0.48983765,0.23217756,-0.016649876,-0.019492887,0.030498797,0.99920607,-0.0027776416
-0.006847621,-0.02881713,-0.01618854,0.01381161,-0.022142788,-0.99952835,0.015361592,0.06917955,-0.48984808,0.23210695,-0.016592473,-0.019419197,0.030485872,0.9992088
-0.0021883342,-0.0072380323,-0.0280269,-0.015735587,0.013638705,-0.022587385,-0.99952805,0.00046806037,0.069149576,-0.4898562,0.23204805,-0.016541393,-0.019350514,0.030474577
0.9992113,-0.0019601602,-0.0074481787,-0.027709939,-0.016029585,0.013893755,-0.022469634,-0.9995225,0.016691491,0.06913615,-0.48987412,0.23201588,-0.016490696,-0.019275546
0.030463565,0.99921393,-0.0017096065,-0.00757533,-0.027405417,-0.016214663,0.0140876295,-0.022367915,-0.99951905,0.00022725761,0.069144726,-0.48991147,0.23201153,-0.016446253
-0.019206552,0.030454088,0.9992163,-0.0016960911,-0.007811662,-0.027542526,-0.015949395,0.01420774,-0.022693917,-0.9995143,0.016701981,0.06917501,-0.48999757,0.23204228
-0.016396962,-0.019134674,0.030444743,0.99921876,-0.0016271248,-0.008117108,-0.026893705,-0.016864866,0.013908187,-0.02295193,-0.9994976,3.270805e-5,0.06922154,-0.49010265
0.23209205,-0.016346853,-0.019072605,0.03043675,0.999221,-0.0013038423,-0.0085330345,-0.026775919,-0.017146716,0.013973041,-0.022761706,-0.9994962,0.016317174,0.06927091
-0.4902249,0.23215503,-0.016288172,-0.019012284,0.030430714,0.99922335,-0.0011162758,-0.008928454,-0.026884347,-0.01706329,0.013560337,-0.022384893,-0.99951184,0.015102193
0.06933908,-0.49032742,0.23221372,-0.016225887,-0.01895825,0.030425776,0.99922556,-0.0013977904,-0.009059903,-0.02667072,-0.017065238,0.013891788,-0.022824956,-0.9994973
0.0018060654,0.06941402,-0.49043778,0.23227632,-0.016165167,-0.01891001,0.030421041,0.9992276,-0.0015535727,-0.008921249,-0.026593426,-0.017098192,0.014044759,-0.022815859
-0.9994948,0.016693398,0.06950375,-0.49055266,0.23234226,-0.016101612,-0.018857613,0.030415453,0.9992298,-0.0023306534,-0.008599205,-0.027012035,-0.01696804,0.014346629
-0.022959895,-0.9994894,4.272163e-5,0.06959515,-0.49063197,0.23237419,-0.0160473,-0.018806241,0.030409796,0.9992317,-0.0027488116,-0.008347906,-0.027294029,-0.017305724
0.014025829,-0.022752177,-0.99949294,0.0001271218,0.06968588,-0.490685,0.23237497,-0.015995916,-0.018752664,0.030403817,0.9992338,-0.0027215965,-0.0081947595,-0.028232964
-0.017163616,0.014209937,-0.023052517,-0.9994859,0.014787003,0.06977806,-0.49071622,0.2323359,-0.015944483,-0.018693483,0.030397197,0.9992359,-0.0025402978,-0.007678439
-0.028036784,-0.01769883,0.0144912535,-0.022763751,-0.9994792,0.0011089295,0.06984909,-0.49072418,0.23225668,-0.015900454,-0.018637614,0.030391162,0.99923784,-0.0022043567
-0.0075439806,-0.028350692,-0.017271494,0.014328289,-0.022813091,-0.9994879,0.016719148,0.06992279,-0.49070528,0.23213902,-0.015857745,-0.018578282,0.030384963,0.9992398
-0.0021605603,-0.007516425,-0.028094232,-0.0173657,0.014015918,-0.0228455,-0.99948996,0.016343877,0.069984995,-0.4906847,0.23202424,-0.015817782,-0.01852013,0.030379295
0.99924165,-0.0019845571,-0.007630725,-0.028080108,-0.017859705,0.013908597,-0.022931833,-0.9994808,0.00017146766,0.07002982,-0.49066308,0.23192288,-0.015780102,-0.018468753
0.03037546,0.9992433,-0.0018679872,-0.0072748763,-0.026732188,-0.017206194,0.011399884,-0.023993228,-0.9994991,0.0005224198,0.07005279,-0.49064913,0.23183471,-0.015740762
-0.018424008,0.030377738,0.9992447,-0.0014590118,-0.0056733196,-0.02677483,-0.014030709,0.009553265,-0.025483087,-0.99953115,0.015780255,0.07005773,-0.49062443,0.23175134
-0.015706124,-0.018392958,0.030397635,0.9992452,-0.0021294747,-0.0063526994,-0.027789906,-0.014553605,0.009599934,-0.0268985,-0.99948615,0.00039939582,0.07006855,-0.4906078
0.23170383,-0.015681729,-0.018373957,0.03042034,0.9992453,-0.0028955676,-0.0067589562,-0.027505914,-0.017228236,0.011454693,-0.027700838,-0.99940217,0.016683385,0.07005464
-0.49060068,0.23167028,-0.015656028,-0.01835983,0.030445928,0.99924517,-0.0027778707,-0.006868141,-0.027369987,-0.019074516,0.012351056,-0.02780629,-0.999355,3.223121e-5
