c_pos_x,c_pos_y,c_pos_z,c_rot_x,c_rot_y,c_rot_z,c_rot_w,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w
3.7923024,3.5923023,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,1.0,0.010154769,0.07965493,-0.37225136,0.12058825,0.26295325,0.11821604,0.115552604,0.950541,0.06132444,-0.020189844,-0.08341853,-0.0070589096
-0.02266908,0.0007843788,-0.99971783,0.01662378,0.07971821,-0.3725136,0.12079554,0.26315293,0.118255675,0.11558972,0.9504763,0.06276469,-0.02034108,-0.080322795
-0.010313915,-0.018957358,0.0026524104,-0.9997636,0.00020484626,0.07975896,-0.37460312,0.12500939,0.2654809,0.11746805,0.11534925,0.94995564,0.06444344,-0.019671846
-0.0779905,-0.00814411,-0.017010441,0.0039655766,-0.9998143,0.016592309,0.07986717,-0.37528417,0.1285865,0.2663422,0.11613068,0.114911206,0.9499321,0.06655459
-0.01899505,-0.07490173,-0.0061244494,-0.016579714,0.0039060272,-0.9998362,0.016629979,0.08022108,-0.37541136,0.1305662,0.2663937,0.11543442,0.11461033,0.95003885
0.06848303,-0.01838389,-0.07185374,-0.0052032783,-0.017966578,0.0049645584,-0.9998127,0.016619965,0.08059759,-0.37546673,0.1318257,0.26632574,0.115215674,0.114411175
0.95010847,0.06875701,-0.017597351,-0.06886631,-0.0048909,-0.01707407,0.00428126,-0.9998331,3.6209822e-6,0.0809887,-0.3755054,0.13408795,0.26620626,0.114916906
0.11415541,0.9502089,0.06722155,-0.017288,-0.06766449,-0.0044596866,-0.014323824,0.0031796112,-0.99988246,0.0003016442,0.08036728,-0.37549952,0.13691612,0.26599973
0.11430066,0.11425041,0.9503296,0.06419323,-0.017894872,-0.06695839,-0.0046690614,-0.0113086235,0.0020337258,-0.9999231,0.016423032,0.076069295,-0.3758364,0.14161713
0.26540738,0.11175885,0.1155595,0.95063925,0.06030287,-0.017470505,-0.06611745,-8.673094e-5,-0.0077909725,0.001210143,-0.99996895,0.016753957,0.07173588,-0.37679103
0.14358209,0.26579273,0.109093405,0.117263876,0.95063245,0.056560516,-0.01865707,-0.06273544,-0.0036271138,-0.0038272003,-0.0011306242,-0.9999855,0.01644735,0.06669041
-0.37883472,0.14691035,0.267345,0.10521893,0.11999253,0.95029336,0.05338729,-0.018500218,-0.056449287,-0.005208057,0.0005156265,-0.0029863676,-0.9999819,1.5541911e-5
0.063088015,-0.38053298,0.15306884,0.26973763,0.10088749,0.12253367,0.9497625,0.052885674,-0.018445875,-0.049772777,-0.007537842,0.002698355,-0.002007662,-0.99996597
0.00052432716,0.061489545,-0.38191536,0.16043796,0.27138174,0.09816859,0.12338034,0.94946945,0.05196397,-0.01812474,-0.04330582,-0.006614037,0.0036961157,-0.0016823286
-0.9999699,0.016753003,0.059986625,-0.38171217,0.16709824,0.27321458,0.09679373,0.1237554,0.94903606,0.049356848,-0.017999362,-0.03760576,-0.005037801,0.0067119156
-0.0041055707,-0.99995637,0.016723916,0.058547713,-0.38032046,0.17471871,0.276112,0.09539217,0.12625279,0.9480099,0.048236005,-0.01723496,-0.03351271,-0.0012178918
0.0059618847,-0.005373289,-0.9999671,0.016629979,0.058729213,-0.38032472,0.17598727,0.27641276,0.09565217,0.12619424,0.9479039,0.049272984,-0.017988265,-0.034172673
-0.0029503615,0.0055742757,-0.0036537936,-0.9999735,0.01655607,0.058476668,-0.38017502,0.17603394,0.2762416,0.095868856,0.12598912,0.9479591,0.049588665,-0.01776846
-0.04143326,0.0025280605,0.012901956,-0.0050938143,-0.99990064,1.8402934e-5,0.054253235,-0.3783581,0.17032687,0.27124798,0.092138425,0.12710744,0.94962037,0.049417846
-0.01715888,-0.050816275,0.0070394017,0.016874189,-0.0059724776,-0.99981505,8.420646e-5,0.054501735,-0.3766213,0.16143186,0.26817757,0.0885357,0.12962517,0.95049435
0.049394775,-0.015116492,-0.058800064,0.010423553,0.01481101,-0.00669698,-0.99981356,0.01671724,0.057729896,-0.37633604,0.15123385,0.2688998,0.09147785,0.13035527
