c_pos_x,c_pos_y,c_pos_z,c_rot_x,c_rot_y,c_rot_z,c_rot_w,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w
3.8254468,3.6254468,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,1.0,0.2062531,0.08101108,-0.3004161,0.5295483,0.12817457,-0.14761488,-0.15160736,0.96891505,-0.034201775,0.025573183,0.31626934,-0.004361836
-0.033947285,-0.020547329,-0.9992029,0.016173646,0.0071881535,-0.39691344,0.4963159,0.24168707,-0.22490016,-0.16060285,0.93016887,-0.0047016647,0.029926196,0.32613754
-0.013844572,-0.04681149,0.005933111,-0.9987902,3.3184886e-5,0.031496026,-0.40033495,0.5086275,0.2377098,-0.2117816,-0.19894339,0.92685723,0.017014721,0.027471367
0.33689272,-0.022672068,-0.052221473,0.018294966,-0.99821055,4.605949e-5,0.046615675,-0.39931044,0.52046883,0.23675177,-0.20416448,-0.2030726,0.9279154,0.028191535
0.031022683,0.3425,-0.012722055,-0.047993433,0.01588153,-0.99864036,0.016802594,0.055405114,-0.3973831,0.52873707,0.23352392,-0.20117788,-0.2043698,0.92910016
0.037383657,0.030704856,0.34932554,-0.021385618,-0.031836674,0.011497535,-0.99919814,0.016436383,0.05736345,-0.39761844,0.53186727,0.23434526,-0.20280659,-0.20628819
0.9281148,0.04060563,0.033413693,0.35059208,-0.008082751,-0.021089993,0.008700332,-0.9997071,0.016722485,0.057696287,-0.3954524,0.53632975,0.23596558,-0.20613796
-0.20792128,0.9266046,0.040791396,0.034775674,0.34873664,0.013134529,-0.00933641,-0.0027296774,-0.9998664,0.00021676719,0.054547336,-0.39596274,0.53590333,0.23602699
-0.2148627,-0.20499745,0.9252575,0.040450655,0.035190016,0.34648666,0.032126192,-0.0025310393,-0.01749813,-0.9993275,0.016389176,0.05643466,-0.39451107,0.53696173
0.23477219,-0.22295848,-0.20100404,0.9245371,0.042679224,0.034012172,0.34534717,0.02286749,0.005667989,-0.01137057,-0.9996578,0.00012378395,0.055753306,-0.39624462
0.5359164,0.23478428,-0.22653332,-0.1997838,0.92392933,0.042346362,0.03395366,0.3469559,0.008140099,0.009876311,-0.011601736,-0.9998508,0.016619965,0.052328203
-0.3978429,0.5374437,0.23739317,-0.23192292,-0.19717838,0.9224841,0.035781186,0.0338842,0.34850824,0.019422602,0.010358122,-0.016657026,-0.99961895,0.01658611
0.0472401,-0.40028858,0.5406148,0.24293311,-0.23888297,-0.19113247,0.92053616,0.030101229,0.03281147,0.34944963,0.020774402,0.010029787,-0.017305505,-0.99958414
8.277595e-5,0.048035566,-0.40149575,0.5467535,0.24415623,-0.23757353,-0.18905884,0.92097956,0.028589373,0.032207694,0.35421926,0.018151838,0.0012661228,-0.012771073
-0.9997529,0.016537473,0.051961634,-0.40152222,0.5528406,0.24249063,-0.22709881,-0.19245853,0.9233548,0.027993307,0.03265538,0.3586756,0.013836925,-0.006065225
-0.012405687,-0.9998089,0.016680047,0.055650845,-0.39741328,0.560859,0.23816295,-0.21713686,-0.19504121,0.9263309,0.027621264,0.034156516,0.3593427,0.01914994
-0.011255771,-0.0093794605,-0.9997093,0.00021199882,0.055985183,-0.39521605,0.5645166,0.23730516,-0.21560937,-0.19598524,0.9267085,0.027491407,0.036057234,0.35789895
0.028137287,-0.0067344145,-0.007059526,-0.9995565,0.016625687,0.055039942,-0.39412698,0.5655019,0.23723665,-0.21594656,-0.19633737,0.92657304,0.030829772,0.036685627
0.3575824,0.03054162,-0.0037946268,-0.002731235,-0.99952257,0.016630933,0.05375613,-0.3935945,0.56589746,0.23766245,-0.21710533,-0.19659957,0.9261374,0.033220064
0.037822884,0.3583827,0.03127669,-0.004978881,0.00024323043,-0.99949837,0.016595647,0.053563952,-0.3935315,0.56591755,0.23784888,-0.21743715,-0.19666459,0.92599785
0.036434013,0.037899494,0.3580515,0.03437133,-0.009264102,0.004119245,-0.99935776,1.7136335e-6,0.053320315,-0.39293817,0.5657549,0.2388024,-0.21920186,-0.19706823
0.9252503,0.037845615,0.036920212,0.35718936,0.033311862,-0.008283243,0.003319807,-0.9994052,0.00013236701,0.053353615,-0.39289114,0.56572044,0.23891118,-0.21946576
-0.19712184,0.92514825,0.03907842,0.03615001,0.35772568,0.033335146,-0.005221078,0.003946268,-0.9994228,0.00023536384,0.053416442,-0.39290366,0.5656764,0.23901036
-0.2197805,-0.19716032,0.9250397,0.040787827,0.034663357,0.35879737,0.032027554,-0.008083822,0.0065232827,-0.99943304,0.0007265061,0.0546025,-0.39351836,0.5655424
0.23953098,-0.22210367,-0.19756457,0.9242636,0.043160576,0.033973087,0.36104766,0.029673101,-0.0138943475,0.01119187,-0.99940044,0.00019817054,0.057132494,-0.39480358
0.56585604,0.23979022,-0.22384146,-0.19889376,0.9234917,0.04365781,0.034637496,0.36215857,0.030388156,-0.015938023,0.011865936,-0.99934065,6.8470836e-5,0.05733513
-0.3949067,0.56588745,0.23979771,-0.22388096,-0.19902404,0.92345214,0.044906143,0.03402643,0.36345613,0.03265632,-0.01710844,0.010767776,-0.9992622,0.016519353
0.057732634,-0.39506996,0.56592804,0.23980506,-0.223886,-0.19928007,0.9233938,0.045819983,0.033705417,0.36420262,0.031955518,-0.012903812,0.010158419,-0.9993544
0.016071126,0.059200678,-0.39621192,0.5655604,0.24013242,-0.22414371,-0.20041534,0.9230004,0.04780679,0.034358427,0.36759588,0.029783694,-0.013050918,0.010254906
-0.99941856,1.8879771e-5,0.059427716,-0.39646426,0.56549394,0.24028547,-0.22424358,-0.20058392,0.92289966,0.04786167,0.034559544,0.37095603,0.022847287,-0.012601142
