LOGINMANAGER | STATE START | 08:41:03 | 3.81 | Introduction
LOGINMANAGER | TRACE | 08:41:03 | 3.81 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 08:41:03 | 3.81 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 08:41:03 | 3.81 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:41:03 | 3.81 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 08:41:03 | 3.81 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 08:41:03 | 3.81 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 08:41:03 | 0 | Connect called at 09/12/2022 08:41:03
LOGGER | TRACE | 08:41:03 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-12-2022_08-41.txt
LOGGER | TRACE | 08:41:03 | 0 | Sync with transform log 3.811225
DOWNLOADUTILITY | DEBUG | 08:41:03 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:41:03 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 08:41:03 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 08:41:03 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 08:41:03 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 08:41:12 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 08:41:21 | 8.68 | Placement
LOGINMANAGER | TRACE | 08:41:21 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:41:55 | 42.73 | Place()
LOGINMANAGER | STATE START | 08:41:55 | 42.73 | Pin Entry
LOGINMANAGER | TRACE | 08:41:55 | 42.73 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:42:22 | 69.41 | PinEntered()
LOGINMANAGER | STATE START | 08:42:22 | 69.41 | Authentication
AUTHENTICATE | DEBUG | 08:42:22 | 69.41 | Attempting to authenticate pin: 000118
AUTHENTICATE | DEBUG | 08:42:28 | 69.41 | Attempting to authenticate pin: 000118
AUTHENTICATE | DEBUG | 08:42:34 | 69.41 | Attempting to authenticate pin: 000118
LABLOGGER | INITIALIZE LOG | 08:42:40 | 69.41 | Log file for student: User_118,  M00000118.
LOGINMANAGER | DEBUG | 08:42:40 | 69.41 | Student authenticated: User 118, M00000118
LOGINMANAGER | STATE START | 08:42:40 | 69.41 | Lab Selection
LOGINMANAGER | TRACE | 08:42:40 | 69.41 | GenerateLabListUI()
LOGINMANAGER | TRACE | 08:42:50 | 79.78 | LabSelected()
LOGINMANAGER | DEBUG | 08:42:51 | 79.78 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 08:42:51 | 79.78 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 08:42:51 | 79.78 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:42:51 | 79.78 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:42:54 | 83.44 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 08:42:54 | 83.44 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:42:54 | 83.44 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 08:42:54 | 83.44 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 08:42:54 | 83.44 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 08:42:54 | 83.44 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 08:42:54 | 83.44 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:55 | 83.44 | Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_2_7_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_2_8_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_2_9_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_3_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_3_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_4_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_5_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_6_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_7_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_7_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_7_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_7_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_7_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_7_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: moonlab_7_6_0.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: newfinalie.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: not_in_order1.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: not_in_order2.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: not_in_order3.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: Release.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: seeing the moon.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: sorting_instructions.wav
DOWNLOADUTILITY | DEBUG | 08:42:56 | 83.44 | Extracting file: sort-nicejob.wav
