LOGINMANAGER | STATE START | 10:37:48 | 3.81 | Introduction
LOGINMANAGER | TRACE | 10:37:48 | 3.81 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 10:37:48 | 3.81 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 10:37:48 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 10:37:48 | 3.81 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 10:37:48 | 3.81 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 10:37:48 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 10:37:49 | 0 | Connect called at 09/23/2022 10:37:49
LOGGER | TRACE | 10:37:49 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-23-2022_10-37.txt
LOGGER | TRACE | 10:37:49 | 0 | Sync with transform log 3.808922
DOWNLOADUTILITY | DEBUG | 10:37:49 | 0.19 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 10:37:49 | 0.19 | ParseLabs()
LOGINMANAGER | DEBUG | 10:37:49 | 0.19 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 10:37:49 | 0.19 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 10:37:49 | 0.19 | ParseCSV()
AUTHENTICATE | DEBUG | 10:37:58 | 0.19 | CSVs Parsed
LOGINMANAGER | STATE START | 10:38:06 | 8.68 | Placement
LOGINMANAGER | TRACE | 10:38:06 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 10:38:46 | 48.37 | Place()
LOGINMANAGER | STATE START | 10:38:46 | 48.37 | Pin Entry
LOGINMANAGER | TRACE | 10:38:46 | 48.37 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 10:39:08 | 70.29 | GuestLogin()
LOGINMANAGER | STATE START | 10:39:08 | 70.29 | Authentication
AUTHENTICATE | DEBUG | 10:39:08 | 70.29 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 10:39:08 | 70.29 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 10:39:08 | 70.29 | Attempting to authenticate pin: 000000
LABLOGGER | INITIALIZE LOG | 10:39:09 | 70.29 | Log file for student: Guest_Guest,  M00000000.
LOGINMANAGER | DEBUG | 10:39:09 | 70.29 | Student authenticated: Guest Guest, M00000000
LOGINMANAGER | STATE START | 10:39:09 | 70.29 | Lab Selection
LOGINMANAGER | TRACE | 10:39:09 | 70.29 | GenerateLabListUI()
LOGINMANAGER | TRACE | 10:39:26 | 87.57 | LabSelected()
LOGINMANAGER | DEBUG | 10:39:26 | 87.57 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 10:39:26 | 87.57 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 10:39:26 | 87.57 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 10:39:26 | 87.57 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 10:39:33 | 94.47 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:33 | 94.47 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_7_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_8_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_2_9_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_3_0_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_3_1_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_4_0_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_5_0_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_6_0_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_7_0_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_7_1_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_7_2_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_7_3_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_7_4_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_7_5_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: moonlab_7_6_0.wav
DOWNLOADUTILITY | DEBUG | 10:39:34 | 94.47 | Extracting file: newfinalie.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: not_in_order1.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: not_in_order2.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: not_in_order3.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: Release.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: seeing the moon.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: sorting_instructions.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: sort-nicejob.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: startbasketball.mp3
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: startsim.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: Test55.mp3
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: demo10.json
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: 2k_moon.jpg
DOWNLOADUTILITY | DEBUG | 10:39:35 | 94.47 | Extracting file: 2k_sun.jpg
DOWNLOADUTILITY | DEBUG | 10:39:36 | 94.47 | Extracting file: balldimpled.png
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.47 | Started Initializing Media Catlogue, 60 resources to load
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.47 | Started loading file: basketball.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.82 | Started loading file: bigearthmoon.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.85 | Started loading file: Grab.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.87 | Started loading file: introduction.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.88 | Started loading file: labintro.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.9 | Started loading file: newfinalie.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.92 | Started loading file: not_in_order1.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.93 | Started loading file: not_in_order2.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.95 | Started loading file: not_in_order3.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.97 | Started loading file: Release.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 94.98 | Started loading file: seeing the moon.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 95.02 | Started loading file: sorting_instructions.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 95.06 | Started loading file: sort-nicejob.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 95.07 | Started loading file: startbasketball.mp3
MEDIACATALOGUE | DEBUG | 10:39:36 | 95.09 | Started loading file: startsim.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 95.17 | Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE | DEBUG | 10:39:36 | 95.19 | Started loading file: Test55.mp3
MEDIACATALOGUE | DEBUG | 10:39:41 | 95.27 | Started loading file: tinyearthmoon.wav
MEDIACATALOGUE | DEBUG | 10:39:41 | 95.62 | Started loading file: mixkit-game-bonus-reached-2065.wav
MEDIACATALOGUE | DEBUG | 10:39:41 | 95.64 | Started loading file: moonlab_1_1_0.wav
MEDIACATALOGUE | DEBUG | 10:39:41 | 95.66 | Started loading file: moonlab_1_10_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.69 | Started loading file: moonlab_1_11_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.73 | Started loading file: moonlab_1_2_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.74 | Started loading file: moonlab_1_3_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.76 | Started loading file: moonlab_1_4_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.78 | Started loading file: moonlab_1_5_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.79 | Started loading file: moonlab_1_6_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.83 | Started loading file: moonlab_1_7_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.84 | Started loading file: moonlab_1_7_notused.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.86 | Started loading file: moonlab_1_8_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.88 | Started loading file: moonlab_1_9_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.91 | Started loading file: moonlab_2_0_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.95 | Started loading file: moonlab_2_1_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.96 | Started loading file: moonlab_2_10_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 95.98 | Started loading file: moonlab_2_11_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96 | Started loading file: moonlab_2_2_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.01 | Started loading file: moonlab_2_20_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.03 | Started loading file: moonlab_2_3_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.05 | Started loading file: moonlab_2_4_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.06 | Started loading file: moonlab_2_5_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.08 | Started loading file: moonlab_2_6_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.1 | Started loading file: moonlab_2_7_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.11 | Started loading file: moonlab_2_8_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.13 | Started loading file: moonlab_2_9_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.15 | Started loading file: moonlab_3_0_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.18 | Started loading file: moonlab_3_1_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.2 | Started loading file: moonlab_4_0_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.23 | Started loading file: moonlab_5_0_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.27 | Started loading file: moonlab_6_0_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.3 | Started loading file: moonlab_7_0_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.32 | Started loading file: moonlab_7_1_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.33 | Started loading file: moonlab_7_2_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.35 | Started loading file: moonlab_7_3_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.37 | Started loading file: moonlab_7_4_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.38 | Started loading file: moonlab_7_5_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.4 | Started loading file: moonlab_7_6_0.wav
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.42 | Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE | DEBUG | 10:39:42 | 96.66 | Started loading file: 2k_moon.jpg
MEDIACATALOGUE | DEBUG | 10:39:43 | 96.93 | Started loading file: 2k_sun.jpg
MEDIACATALOGUE | DEBUG | 10:39:43 | 97.2 | Started loading file: balldimpled.png
LOGINMANAGER | TRACE | 10:39:43 | 97.26 | InitializeLabManager()
LABMANAGER | TRACE | 10:39:43 | 97.26 | Initialize()
LABMANAGER | STATE START | 10:39:43 | 97.26 | Module 0
LIGHTINGCONTROL | TRACE | 10:39:43 | 97.26 | saveLights()
LIGHTINGCONTROL | TRACE | 10:39:43 | 97.26 | sunlight()
BRIDGE | DEBUG | 10:39:43 | 97.26 | Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE | DEBUG | 10:39:43 | 97.26 | Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:43 | 97.26 | Adding components: 
BRIDGE | DEBUG | 10:39:43 | 97.26 | Mesh bounding box: Center: (-10.4, -0.2, -34.5), Extents: (3.2, 2.5, 3.2)
BRIDGE | DEBUG | 10:39:43 | 97.26 | Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE | DEBUG | 10:39:43 | 97.26 | Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:43 | 97.26 | Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE | DEBUG | 10:39:43 | 97.26 | Mesh bounding box: Center: (2.2, -0.2, 2.5), Extents: (0.1, 0.0, 0.1)
BRIDGE | DEBUG | 10:39:43 | 97.26 | Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE | DEBUG | 10:39:43 | 97.26 | Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:43 | 97.26 | Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE | DEBUG | 10:39:43 | 97.26 | Mesh bounding box: Center: (3.0, -0.2, 4.7), Extents: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:43 | 97.26 | Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:43 | 97.26 | Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE | DEBUG | 10:39:44 | 97.26 | Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE | DEBUG | 10:39:44 | 97.26 | Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE | DEBUG | 10:39:44 | 97.26 | Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
