LOGINMANAGER | STATE START | 10:02:20 | 3.81 | Introduction
LOGINMANAGER | TRACE | 10:02:20 | 3.81 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 10:02:20 | 3.81 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 10:02:20 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 10:02:20 | 3.81 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 10:02:20 | 3.81 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 10:02:20 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 10:02:20 | 0 | Connect called at 09/28/2022 10:02:20
LOGGER | TRACE | 10:02:20 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-28-2022_10-02.txt
LOGGER | TRACE | 10:02:20 | 0 | Sync with transform log 3.811362
DOWNLOADUTILITY | DEBUG | 10:02:20 | 0.24 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 10:02:20 | 0.24 | ParseLabs()
LOGINMANAGER | DEBUG | 10:02:20 | 0.24 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 10:02:20 | 0.29 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 10:02:20 | 0.29 | ParseCSV()
AUTHENTICATE | DEBUG | 10:02:29 | 0.29 | CSVs Parsed
LOGINMANAGER | STATE START | 10:02:37 | 8.68 | Placement
LOGINMANAGER | TRACE | 10:02:37 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 10:03:09 | 39.88 | Place()
LOGINMANAGER | STATE START | 10:03:09 | 39.88 | Pin Entry
LOGINMANAGER | TRACE | 10:03:09 | 39.88 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 10:03:46 | 77.35 | PinEntered()
