LOGINMANAGER | STATE START | 12:34:49 | 3.82 | Introduction
LOGINMANAGER | TRACE | 12:34:49 | 3.82 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 12:34:49 | 3.82 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 12:34:49 | 3.82 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 12:34:49 | 3.82 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 12:34:49 | 3.82 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 12:34:49 | 3.82 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 12:34:49 | 0 | Connect called at 08/21/2022 12:34:49
LOGGER | TRACE | 12:34:49 | 0 | Saving files to persistent data path: /documents/C2/Logs/08-21-2022_12-34.txt
LOGGER | TRACE | 12:34:49 | 0 | Sync with transform log 3.819281
DOWNLOADUTILITY | DEBUG | 12:34:49 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 12:34:49 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 12:34:49 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 12:34:49 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 12:34:49 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 12:34:49 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 12:34:58 | 8.68 | Placement
LOGINMANAGER | TRACE | 12:34:58 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 12:35:07 | 17.83 | Place()
LOGINMANAGER | STATE START | 12:35:07 | 17.83 | Pin Entry
LOGINMANAGER | TRACE | 12:35:07 | 17.83 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 12:35:11 | 20.96 | GuestLogin()
LOGINMANAGER | STATE START | 12:35:11 | 20.96 | Authentication
AUTHENTICATE | DEBUG | 12:35:11 | 20.96 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 12:35:11 | 20.96 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 12:35:11 | 20.96 | Attempting to authenticate pin: 000000
LABLOGGER | INITIALIZE LOG | 12:35:11 | 20.96 | Log file for student: Guest_Guest,  M00000000.
LOGINMANAGER | DEBUG | 12:35:11 | 20.96 | Student authenticated: Guest Guest, M00000000
LOGINMANAGER | STATE START | 12:35:11 | 20.96 | Lab Selection
LOGINMANAGER | TRACE | 12:35:11 | 20.96 | GenerateLabListUI()
LOGINMANAGER | TRACE | 12:35:15 | 24.76 | LabSelected()
LOGINMANAGER | DEBUG | 12:35:15 | 24.76 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 12:35:15 | 24.76 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 12:35:15 | 24.76 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 12:35:15 | 24.76 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 12:35:18 | 28.48 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 12:35:18 | 28.48 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 12:35:18 | 28.48 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 12:35:18 | 28.48 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 12:35:18 | 28.48 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:19 | 28.48 | Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_2_7_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_2_8_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_2_9_0.wav
DOWNLOADUTILITY | DEBUG | 12:35:20 | 28.48 | Extracting file: moonlab_3_0_0.wav
