LOGINMANAGER | STATE START | 15:48:57 | 3.84 | Introduction
LOGINMANAGER | TRACE | 15:48:57 | 3.84 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 15:48:57 | 3.84 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 15:48:57 | 3.84 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:48:57 | 3.84 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 15:48:57 | 3.84 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 15:48:57 | 3.84 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 15:48:57 | 0 | Connect called at 10/12/2022 15:48:57
LOGGER | TRACE | 15:48:57 | 0 | Saving files to persistent data path: /documents/C2/Logs/10-12-2022_15-48.txt
LOGGER | TRACE | 15:48:57 | 0 | Sync with transform log 3.841934
DOWNLOADUTILITY | DEBUG | 15:48:58 | 0.07 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:48:58 | 0.07 | ParseLabs()
LOGINMANAGER | DEBUG | 15:48:58 | 0.07 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 15:48:58 | 0.14 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 15:48:58 | 0.14 | ParseCSV()
AUTHENTICATE | DEBUG | 15:49:06 | 0.14 | CSVs Parsed
LOGINMANAGER | STATE START | 15:49:14 | 8.67 | Placement
LOGINMANAGER | TRACE | 15:49:14 | 8.67 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:50:17 | 71.42 | Place()
LOGINMANAGER | STATE START | 15:50:17 | 71.42 | Pin Entry
LOGINMANAGER | TRACE | 15:50:17 | 71.42 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:50:52 | 106.63 | GuestLogin()
LOGINMANAGER | STATE START | 15:50:52 | 106.63 | Authentication
AUTHENTICATE | DEBUG | 15:50:52 | 106.63 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 15:50:52 | 106.63 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 15:50:53 | 106.63 | Attempting to authenticate pin: 000000
LABLOGGER | INITIALIZE LOG | 15:50:53 | 106.63 | Log file for student: Guest_Guest,  M00000000.
LOGINMANAGER | DEBUG | 15:50:53 | 106.63 | Student authenticated: Guest Guest, M00000000
LOGINMANAGER | STATE START | 15:50:53 | 106.63 | Lab Selection
LOGINMANAGER | TRACE | 15:50:53 | 106.63 | GenerateLabListUI()
LOGINMANAGER | TRACE | 15:51:12 | 126.3 | LabSelected()
LOGINMANAGER | DEBUG | 15:51:12 | 126.3 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 15:51:12 | 126.3 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 15:51:12 | 126.3 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:51:12 | 126.3 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 15:51:19 | 132.89 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:19 | 132.89 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY | DEBUG | 15:51:20 | 132.89 | Extracting file: moonlab_2_3_0.wav
