LOGINMANAGER | STATE START | 09:31:19 | 3.83 | Introduction
LOGINMANAGER | TRACE | 09:31:19 | 3.83 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 09:31:19 | 3.83 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 09:31:19 | 3.83 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 09:31:19 | 3.83 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 09:31:19 | 3.83 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 09:31:19 | 3.83 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 09:31:19 | 0 | Connect called at 08/22/2022 09:31:19
LOGGER | TRACE | 09:31:19 | 0 | Saving files to persistent data path: /documents/C2/Logs/08-22-2022_09-31.txt
LOGGER | TRACE | 09:31:19 | 0 | Sync with transform log 3.825908
DOWNLOADUTILITY | DEBUG | 09:31:20 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 09:31:20 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 09:31:20 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 09:31:20 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 09:31:20 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 09:31:20 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 09:31:29 | 8.67 | Placement
LOGINMANAGER | TRACE | 09:31:29 | 8.67 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 09:32:05 | 45.18 | Place()
LOGINMANAGER | STATE START | 09:32:05 | 45.18 | Pin Entry
LOGINMANAGER | TRACE | 09:32:05 | 45.18 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 09:32:36 | 76.03 | GuestLogin()
LOGINMANAGER | STATE START | 09:32:36 | 76.03 | Authentication
AUTHENTICATE | DEBUG | 09:32:36 | 76.03 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 09:32:36 | 76.03 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 09:32:37 | 76.03 | Attempting to authenticate pin: 000000
LABLOGGER | INITIALIZE LOG | 09:32:37 | 76.03 | Log file for student: Guest_Guest,  M00000000.
LOGINMANAGER | DEBUG | 09:32:37 | 76.03 | Student authenticated: Guest Guest, M00000000
LOGINMANAGER | STATE START | 09:32:37 | 76.03 | Lab Selection
