LOGINMANAGER | STATE START | 08:37:24 | 3.82 | Introduction
LOGINMANAGER | TRACE | 08:37:24 | 3.82 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 08:37:24 | 3.82 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 08:37:24 | 3.82 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:37:24 | 3.82 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 08:37:24 | 3.82 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 08:37:24 | 3.82 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 08:37:24 | 0 | Connect called at 09/16/2022 08:37:24
LOGGER | TRACE | 08:37:24 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-16-2022_08-37.txt
LOGGER | TRACE | 08:37:24 | 0 | Sync with transform log 3.822759
DOWNLOADUTILITY | DEBUG | 08:37:24 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:37:24 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 08:37:24 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 08:37:24 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 08:37:24 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 08:37:33 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 08:37:42 | 8.68 | Placement
LOGINMANAGER | TRACE | 08:37:42 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:38:24 | 51.39 | Place()
LOGINMANAGER | STATE START | 08:38:24 | 51.39 | Pin Entry
LOGINMANAGER | TRACE | 08:38:24 | 51.39 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:38:50 | 77.31 | PinEntered()
LOGINMANAGER | STATE START | 08:38:50 | 77.31 | Authentication
AUTHENTICATE | DEBUG | 08:38:50 | 77.31 | Attempting to authenticate pin: 000130
AUTHENTICATE | DEBUG | 08:38:57 | 77.31 | Attempting to authenticate pin: 000130
AUTHENTICATE | DEBUG | 08:39:04 | 77.31 | Attempting to authenticate pin: 000130
LABLOGGER | INITIALIZE LOG | 08:39:10 | 77.31 | Log file for student: User_130,  M00000130.
LOGINMANAGER | DEBUG | 08:39:10 | 77.31 | Student authenticated: User 130, M00000130
LOGINMANAGER | STATE START | 08:39:10 | 77.31 | Lab Selection
LOGINMANAGER | TRACE | 08:39:11 | 77.31 | GenerateLabListUI()
LOGINMANAGER | TRACE | 08:39:25 | 92.08 | LabSelected()
LOGINMANAGER | DEBUG | 08:39:25 | 92.08 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 08:39:25 | 92.08 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 08:39:25 | 92.08 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:39:25 | 92.08 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 08:39:29 | 95.68 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:29 | 95.68 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_7_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_8_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_2_9_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_3_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_3_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_4_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_5_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_6_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_7_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_7_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_7_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_7_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_7_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_7_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: moonlab_7_6_0.wav
DOWNLOADUTILITY | DEBUG | 08:39:30 | 95.68 | Extracting file: newfinalie.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: not_in_order1.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: not_in_order2.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: not_in_order3.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: Release.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: seeing the moon.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: sorting_instructions.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: sort-nicejob.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: startbasketball.mp3
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: startsim.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: Test55.mp3
DOWNLOADUTILITY | DEBUG | 08:39:31 | 95.68 | Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY | DEBUG | 08:39:32 | 95.68 | Extracting file: demo10.json
DOWNLOADUTILITY | DEBUG | 08:39:32 | 95.68 | Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY | DEBUG | 08:39:32 | 95.68 | Extracting file: 2k_moon.jpg
DOWNLOADUTILITY | DEBUG | 08:39:32 | 95.68 | Extracting file: 2k_sun.jpg
DOWNLOADUTILITY | DEBUG | 08:39:32 | 95.68 | Extracting file: balldimpled.png
MEDIACATALOGUE | DEBUG | 08:39:32 | 95.68 | Started Initializing Media Catlogue, 60 resources to load
MEDIACATALOGUE | DEBUG | 08:39:32 | 95.68 | Started loading file: basketball.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.03 | Started loading file: bigearthmoon.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.07 | Started loading file: Grab.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.09 | Started loading file: introduction.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.11 | Started loading file: labintro.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.12 | Started loading file: newfinalie.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.16 | Started loading file: not_in_order1.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.19 | Started loading file: not_in_order2.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.21 | Started loading file: not_in_order3.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.22 | Started loading file: Release.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.24 | Started loading file: seeing the moon.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.27 | Started loading file: sorting_instructions.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.31 | Started loading file: sort-nicejob.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.33 | Started loading file: startbasketball.mp3
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.34 | Started loading file: startsim.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.43 | Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE | DEBUG | 08:39:32 | 96.44 | Started loading file: Test55.mp3
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.53 | Started loading file: tinyearthmoon.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.88 | Started loading file: mixkit-game-bonus-reached-2065.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.89 | Started loading file: moonlab_1_1_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.91 | Started loading file: moonlab_1_10_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.93 | Started loading file: moonlab_1_11_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.94 | Started loading file: moonlab_1_2_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.96 | Started loading file: moonlab_1_3_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.98 | Started loading file: moonlab_1_4_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 96.99 | Started loading file: moonlab_1_5_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 97.01 | Started loading file: moonlab_1_6_0.wav
MEDIACATALOGUE | DEBUG | 08:39:38 | 97.04 | Started loading file: moonlab_1_7_0.wav
