LOGINMANAGER | STATE START | 09:35:02 | 3.81 | Introduction
LOGINMANAGER | TRACE | 09:35:03 | 3.81 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 09:35:03 | 3.81 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 09:35:03 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 09:35:03 | 3.81 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 09:35:03 | 3.81 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 09:35:03 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 09:35:03 | 0 | Connect called at 10/26/2022 09:35:03
LOGGER | TRACE | 09:35:03 | 0 | Saving files to persistent data path: /documents/C2/Logs/10-26-2022_09-35.txt
LOGGER | TRACE | 09:35:03 | 0 | Sync with transform log 3.811216
DOWNLOADUTILITY | DEBUG | 09:35:03 | 0.11 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 09:35:03 | 0.11 | ParseLabs()
LOGINMANAGER | DEBUG | 09:35:03 | 0.11 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 09:35:03 | 0.11 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 09:35:03 | 0.11 | ParseCSV()
AUTHENTICATE | DEBUG | 09:35:13 | 0.11 | CSVs Parsed
[LOGIC] (LABLOGGER) | UPLOAD | 09:35:13 | 0.11 | Connect Successful
LOGINMANAGER | STATE START | 09:35:21 | 8.68 | Placement
LOGINMANAGER | TRACE | 09:35:21 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 09:35:23 | 10.75 | Place()
LOGINMANAGER | STATE START | 09:35:23 | 10.75 | Pin Entry
LOGINMANAGER | TRACE | 09:35:23 | 10.75 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 09:35:25 | 12.44 | GuestLogin()
LOGINMANAGER | STATE START | 09:35:25 | 12.44 | Authentication
AUTHENTICATE | DEBUG | 09:35:25 | 12.44 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 09:35:25 | 12.44 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 09:35:25 | 12.44 | Attempting to authenticate pin: 000000
LABLOGGER | INITIALIZE LOG | 09:35:25 | 12.44 | Log file for student: Guest_Guest,  M00000000.
LOGINMANAGER | DEBUG | 09:35:25 | 12.44 | Student authenticated: Guest Guest, M00000000
LOGINMANAGER | STATE START | 09:35:25 | 12.44 | Lab Selection
