LOGINMANAGER | STATE START | 16:26:37 | 3.81 | Introduction
LOGINMANAGER | TRACE | 16:26:37 | 3.81 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 16:26:37 | 3.81 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 16:26:37 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 16:26:37 | 3.81 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 16:26:37 | 3.81 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 16:26:37 | 3.81 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 16:26:37 | 0 | Connect called at 10/17/2022 16:26:37
LOGGER | TRACE | 16:26:37 | 0 | Saving files to persistent data path: /documents/C2/Logs/10-17-2022_16-26.txt
LOGGER | TRACE | 16:26:37 | 0 | Sync with transform log 3.810425
DOWNLOADUTILITY | DEBUG | 16:26:38 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 16:26:38 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 16:26:38 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 16:26:38 | 0.05 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 16:26:38 | 0.05 | ParseCSV()
AUTHENTICATE | DEBUG | 16:26:46 | 0.05 | CSVs Parsed
LOGINMANAGER | STATE START | 16:26:55 | 8.67 | Placement
LOGINMANAGER | TRACE | 16:26:55 | 8.67 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 16:26:58 | 11.62 | Place()
LOGINMANAGER | STATE START | 16:26:58 | 11.62 | Pin Entry
LOGINMANAGER | TRACE | 16:26:58 | 11.62 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 16:27:00 | 13.31 | GuestLogin()
LOGINMANAGER | STATE START | 16:27:00 | 13.31 | Authentication
AUTHENTICATE | DEBUG | 16:27:00 | 13.31 | Attempting to authenticate pin: 000000
