LOGINMANAGER | STATE START | 15:34:38 | 3.85 | Introduction
LOGINMANAGER | TRACE | 15:34:38 | 3.85 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 15:34:38 | 3.85 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 15:34:38 | 3.85 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:34:38 | 3.85 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 15:34:38 | 3.85 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 15:34:38 | 3.85 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 15:34:38 | 0 | Connect called at 10/19/2022 15:34:38
LOGGER | TRACE | 15:34:38 | 0 | Saving files to persistent data path: /documents/C2/Logs/10-19-2022_15-34.txt
LOGGER | TRACE | 15:34:38 | 0 | Sync with transform log 3.84508
DOWNLOADUTILITY | DEBUG | 15:34:39 | 0.1 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:34:39 | 0.1 | ParseLabs()
LOGINMANAGER | DEBUG | 15:34:39 | 0.1 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 15:34:39 | 0.1 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 15:34:39 | 0.1 | ParseCSV()
AUTHENTICATE | DEBUG | 15:34:48 | 0.1 | CSVs Parsed
LOGINMANAGER | STATE START | 15:34:56 | 8.68 | Placement
LOGINMANAGER | TRACE | 15:34:56 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:35:37 | 49.62 | Place()
LOGINMANAGER | STATE START | 15:35:37 | 49.62 | Pin Entry
LOGINMANAGER | TRACE | 15:35:37 | 49.62 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:35:57 | 70.28 | PinEntered()
LOGINMANAGER | STATE START | 15:35:57 | 70.28 | Authentication
AUTHENTICATE | DEBUG | 15:35:57 | 70.28 | Attempting to authenticate pin: 000175
AUTHENTICATE | DEBUG | 15:36:06 | 70.28 | Attempting to authenticate pin: 000175
AUTHENTICATE | DEBUG | 15:36:15 | 70.28 | Attempting to authenticate pin: 000175
LABLOGGER | INITIALIZE LOG | 15:36:25 | 70.28 | Log file for student: User_175,  M00000175.
LOGINMANAGER | DEBUG | 15:36:25 | 70.28 | Student authenticated: User 175, M00000175
LOGINMANAGER | STATE START | 15:36:25 | 70.28 | Lab Selection
LOGINMANAGER | TRACE | 15:36:25 | 70.28 | GenerateLabListUI()
LOGINMANAGER | TRACE | 15:36:47 | 93.26 | LabSelected()
LOGINMANAGER | DEBUG | 15:36:47 | 93.26 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 15:36:47 | 93.26 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 15:36:47 | 93.26 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:36:47 | 93.26 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 15:36:54 | 99.69 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:54 | 99.69 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY | DEBUG | 15:36:55 | 99.69 | Extracting file: moonlab_2_20_0.wav
