LOGINMANAGER | STATE START | 08:38:50 | 3.83 | Introduction
LOGINMANAGER | TRACE | 08:38:50 | 3.83 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 08:38:50 | 3.83 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 08:38:50 | 3.83 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:38:50 | 3.83 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 08:38:50 | 3.83 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 08:38:50 | 3.83 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 08:38:50 | 0 | Connect called at 09/27/2022 08:38:50
LOGGER | TRACE | 08:38:50 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-27-2022_08-38.txt
LOGGER | TRACE | 08:38:50 | 0 | Sync with transform log 3.829122
DOWNLOADUTILITY | DEBUG | 08:38:50 | 0.11 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:38:51 | 0.11 | ParseLabs()
LOGINMANAGER | DEBUG | 08:38:51 | 0.11 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 08:38:51 | 0.11 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 08:38:51 | 0.11 | ParseCSV()
AUTHENTICATE | DEBUG | 08:39:00 | 0.11 | CSVs Parsed
LOGINMANAGER | STATE START | 08:39:08 | 8.67 | Placement
LOGINMANAGER | TRACE | 08:39:08 | 8.67 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:39:43 | 44.3 | Place()
LOGINMANAGER | STATE START | 08:39:43 | 44.3 | Pin Entry
LOGINMANAGER | TRACE | 08:39:43 | 44.3 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:40:04 | 65.36 | PinEntered()
LOGINMANAGER | STATE START | 08:40:05 | 65.36 | Authentication
AUTHENTICATE | DEBUG | 08:40:05 | 65.36 | Attempting to authenticate pin: 000151
AUTHENTICATE | DEBUG | 08:40:12 | 65.36 | Attempting to authenticate pin: 000151
AUTHENTICATE | DEBUG | 08:40:20 | 65.36 | Attempting to authenticate pin: 000151
LABLOGGER | INITIALIZE LOG | 08:40:28 | 65.36 | Log file for student: User_151,  M00000151.
LOGINMANAGER | DEBUG | 08:40:28 | 65.36 | Student authenticated: User 151, M00000151
LOGINMANAGER | STATE START | 08:40:28 | 65.36 | Lab Selection
LOGINMANAGER | TRACE | 08:40:28 | 65.36 | GenerateLabListUI()
LOGINMANAGER | TRACE | 08:40:33 | 70.54 | LabSelected()
LOGINMANAGER | DEBUG | 08:40:33 | 70.54 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 08:40:33 | 70.54 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 08:40:33 | 70.54 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
