LOGINMANAGER | STATE START | 15:44:57 | 3.83 | Introduction
LOGINMANAGER | TRACE | 15:44:57 | 3.83 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 15:44:57 | 3.83 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 15:44:57 | 3.83 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:44:57 | 3.83 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 15:44:57 | 3.83 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 15:44:57 | 3.83 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 15:44:58 | 0 | Connect called at 09/07/2022 15:44:58
LOGGER | TRACE | 15:44:58 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-07-2022_15-44.txt
LOGGER | TRACE | 15:44:58 | 0 | Sync with transform log 3.830328
DOWNLOADUTILITY | DEBUG | 15:44:58 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:44:58 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 15:44:58 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 15:44:58 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 15:44:58 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 15:45:07 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 15:45:16 | 8.68 | Placement
LOGINMANAGER | TRACE | 15:45:16 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:45:52 | 44.71 | Place()
LOGINMANAGER | STATE START | 15:45:52 | 44.71 | Pin Entry
LOGINMANAGER | TRACE | 15:45:52 | 44.71 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:46:09 | 61.67 | PinEntered()
LOGINMANAGER | STATE START | 15:46:09 | 61.67 | Authentication
AUTHENTICATE | DEBUG | 15:46:09 | 61.67 | Attempting to authenticate pin: 000110
