LOGINMANAGER | STATE START | 08:49:01 | 3.86 | Introduction
LOGINMANAGER | TRACE | 08:49:02 | 3.86 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 08:49:02 | 3.86 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 08:49:02 | 3.86 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:49:02 | 3.86 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 08:49:02 | 3.86 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 08:49:02 | 3.86 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 08:49:02 | 0 | Connect called at 09/02/2022 08:49:02
LOGGER | TRACE | 08:49:02 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-02-2022_08-49.txt
LOGGER | TRACE | 08:49:02 | 0 | Sync with transform log 3.856316
DOWNLOADUTILITY | DEBUG | 08:49:02 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:49:02 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 08:49:02 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 08:49:02 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 08:49:02 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 08:49:11 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 08:49:19 | 8.68 | Placement
LOGINMANAGER | TRACE | 08:49:19 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:49:28 | 17.67 | Place()
LOGINMANAGER | STATE START | 08:49:28 | 17.67 | Pin Entry
LOGINMANAGER | TRACE | 08:49:29 | 17.67 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:49:53 | 42.5 | GuestLogin()
LOGINMANAGER | STATE START | 08:49:53 | 42.5 | Authentication
AUTHENTICATE | DEBUG | 08:49:53 | 42.5 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 08:49:54 | 42.5 | Attempting to authenticate pin: 000000
AUTHENTICATE | DEBUG | 08:49:54 | 42.5 | Attempting to authenticate pin: 000000
LABLOGGER | INITIALIZE LOG | 08:49:54 | 42.5 | Log file for student: Guest_Guest,  M00000000.
LOGINMANAGER | DEBUG | 08:49:54 | 42.5 | Student authenticated: Guest Guest, M00000000
LOGINMANAGER | STATE START | 08:49:54 | 42.5 | Lab Selection
LOGINMANAGER | TRACE | 08:49:54 | 42.5 | GenerateLabListUI()
LOGINMANAGER | TRACE | 08:49:58 | 46.65 | LabSelected()
LOGINMANAGER | DEBUG | 08:49:58 | 46.65 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 08:49:58 | 46.65 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 08:49:58 | 46.65 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:49:58 | 46.65 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 08:50:02 | 50.41 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:50:02 | 50.41 | Extracting file: moonlab_1_6_0.wav
