LOGINMANAGER | STATE START | 15:49:43 | 3.83 | Introduction
LOGINMANAGER | TRACE | 15:49:43 | 3.83 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 15:49:43 | 3.83 | Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 15:49:43 | 3.83 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:49:43 | 3.83 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 15:49:43 | 3.83 | Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 15:49:43 | 3.83 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 15:49:43 | 0 | Connect called at 09/20/2022 15:49:43
LOGGER | TRACE | 15:49:43 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-20-2022_15-49.txt
LOGGER | TRACE | 15:49:43 | 0 | Sync with transform log 3.828272
DOWNLOADUTILITY | DEBUG | 15:49:45 | 0.92 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 15:49:45 | 0.92 | ParseLabs()
LOGINMANAGER | DEBUG | 15:49:45 | 0.92 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 15:49:45 | 0.92 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 15:49:45 | 0.92 | ParseCSV()
AUTHENTICATE | DEBUG | 15:49:54 | 0.92 | CSVs Parsed
LOGINMANAGER | STATE START | 15:50:01 | 8.68 | Placement
LOGINMANAGER | TRACE | 15:50:01 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:50:04 | 11.82 | Place()
LOGINMANAGER | STATE START | 15:50:04 | 11.82 | Pin Entry
LOGINMANAGER | TRACE | 15:50:04 | 11.82 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 15:50:10 | 17.36 | PinEntered()
LOGINMANAGER | STATE START | 15:50:10 | 17.36 | Authentication
AUTHENTICATE | DEBUG | 15:50:10 | 17.36 | Attempting to authenticate pin: 000088
AUTHENTICATE | DEBUG | 15:50:14 | 17.36 | Attempting to authenticate pin: 000088
AUTHENTICATE | DEBUG | 15:50:19 | 17.36 | Attempting to authenticate pin: 000088
LABLOGGER | INITIALIZE LOG | 15:50:23 | 17.36 | Log file for student: User_88,  M00000088.
LOGINMANAGER | DEBUG | 15:50:24 | 17.36 | Student authenticated: User 88, M00000088
LOGINMANAGER | STATE START | 15:50:24 | 17.36 | Lab Selection
LOGINMANAGER | TRACE | 15:50:24 | 17.36 | GenerateLabListUI()
LOGINMANAGER | TRACE | 15:50:27 | 21.31 | LabSelected()
LOGINMANAGER | DEBUG | 15:50:27 | 21.31 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 15:50:27 | 21.31 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 15:50:27 | 21.31 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:50:27 | 21.31 | Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 15:50:34 | 27.76 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 15:50:34 | 27.76 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:35 | 27.76 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:35 | 27.76 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 15:50:35 | 27.76 | Extracting file: moonlab_2_1_0.wav
