LOGINMANAGER | STATE START | 08:44:17 | 3.82 | Introduction
LOGINMANAGER | TRACE | 08:44:17 | 3.82 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 08:44:17 | 3.82 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 08:44:18 | 3.82 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:44:18 | 3.82 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 08:44:18 | 3.82 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 08:44:18 | 3.82 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 08:44:18 | 0 | Connect called at 09/08/2022 08:44:18
LOGGER | TRACE | 08:44:18 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-08-2022_08-44.txt
LOGGER | TRACE | 08:44:18 | 0 | Sync with transform log 3.82127
DOWNLOADUTILITY | DEBUG | 08:44:18 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:44:18 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 08:44:18 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 08:44:18 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 08:44:18 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 08:44:27 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 08:44:35 | 8.68 | Placement
LOGINMANAGER | TRACE | 08:44:35 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:45:42 | 75.62 | Place()
LOGINMANAGER | STATE START | 08:45:42 | 75.62 | Pin Entry
LOGINMANAGER | TRACE | 08:45:42 | 75.62 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:46:05 | 98.68 | PinEntered()
LOGINMANAGER | STATE START | 08:46:05 | 98.68 | Authentication
AUTHENTICATE | DEBUG | 08:46:06 | 98.68 | Attempting to authenticate pin: 000113
AUTHENTICATE | DEBUG | 08:46:11 | 98.68 | Attempting to authenticate pin: 000113
AUTHENTICATE | DEBUG | 08:46:17 | 98.68 | Attempting to authenticate pin: 000113
LABLOGGER | INITIALIZE LOG | 08:46:23 | 98.68 | Log file for student: User_113,  M00000113.
LOGINMANAGER | DEBUG | 08:46:23 | 98.68 | Student authenticated: User 113, M00000113
LOGINMANAGER | STATE START | 08:46:23 | 98.68 | Lab Selection
LOGINMANAGER | TRACE | 08:46:23 | 98.68 | GenerateLabListUI()
LOGINMANAGER | TRACE | 08:46:50 | 125.59 | LabSelected()
LOGINMANAGER | DEBUG | 08:46:50 | 125.59 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 08:46:50 | 125.59 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 08:46:50 | 125.59 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:46:50 | 125.59 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 08:46:54 | 129.57 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: bigearthmoon.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: Grab.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: introduction.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: labintro.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:54 | 129.57 | Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY | DEBUG | 08:46:55 | 129.57 | Extracting file: moonlab_2_2_0.wav
