LOGINMANAGER | STATE START | 08:39:33 | 3.83 | Introduction
LOGINMANAGER | TRACE | 08:39:33 | 3.83 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 08:39:33 | 3.83 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 08:39:33 | 3.83 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:39:33 | 3.83 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 08:39:33 | 3.83 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 08:39:33 | 3.83 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 08:39:33 | 0 | Connect called at 09/16/2022 08:39:33
LOGGER | TRACE | 08:39:33 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-16-2022_08-39.txt
LOGGER | TRACE | 08:39:33 | 0 | Sync with transform log 3.82987
DOWNLOADUTILITY | DEBUG | 08:39:33 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:39:33 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 08:39:33 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 08:39:33 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 08:39:33 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 08:39:42 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 08:39:50 | 8.68 | Placement
LOGINMANAGER | TRACE | 08:39:50 | 8.68 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:40:31 | 48.73 | Place()
LOGINMANAGER | STATE START | 08:40:31 | 48.73 | Pin Entry
LOGINMANAGER | TRACE | 08:40:31 | 48.73 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:41:13 | 91.26 | PinEntered()
LOGINMANAGER | STATE START | 08:41:13 | 91.26 | Authentication
AUTHENTICATE | DEBUG | 08:41:13 | 91.26 | Attempting to authenticate pin: 00129
LOGINMANAGER | DEBUG | 08:42:01 | 91.26 | Pin failed to authenticate
LOGINMANAGER | STATE START | 08:42:01 | 91.26 | Pin Entry
LOGINMANAGER | TRACE | 08:42:01 | 91.26 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:42:06 | 96.56 | PinEntered()
LOGINMANAGER | STATE START | 08:42:06 | 96.56 | Authentication
AUTHENTICATE | DEBUG | 08:42:06 | 96.56 | Attempting to authenticate pin: 00129
LOGINMANAGER | DEBUG | 08:42:55 | 96.56 | Pin failed to authenticate
LOGINMANAGER | STATE START | 08:42:55 | 96.56 | Pin Entry
LOGINMANAGER | TRACE | 08:42:55 | 96.56 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:43:14 | 116.55 | PinEntered()
LOGINMANAGER | STATE START | 08:43:14 | 116.55 | Authentication
AUTHENTICATE | DEBUG | 08:43:15 | 116.55 | Attempting to authenticate pin: 000129
AUTHENTICATE | DEBUG | 08:43:21 | 116.55 | Attempting to authenticate pin: 000129
AUTHENTICATE | DEBUG | 08:43:27 | 116.55 | Attempting to authenticate pin: 000129
LABLOGGER | INITIALIZE LOG | 08:43:34 | 116.55 | Log file for student: User_129,  M00000129.
LOGINMANAGER | DEBUG | 08:43:34 | 116.55 | Student authenticated: User 129, M00000129
LOGINMANAGER | STATE START | 08:43:34 | 116.55 | Lab Selection
LOGINMANAGER | TRACE | 08:43:34 | 116.55 | GenerateLabListUI()
LOGINMANAGER | TRACE | 08:43:45 | 127.39 | LabSelected()
LOGINMANAGER | DEBUG | 08:43:45 | 127.39 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 08:43:45 | 127.39 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 08:43:45 | 127.39 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:43:45 | 127.39 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:43:48 | 131.02 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 08:43:48 | 131.02 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:43:48 | 131.02 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 08:43:48 | 131.02 | Extracting file: basketball.wav
