LOGINMANAGER | STATE START | 08:48:48 | 3.84 | Introduction
LOGINMANAGER | TRACE | 08:48:48 | 3.84 | ToggleControllerRendering()
DOWNLOADUTILITY | DEBUG | 08:48:48 | 3.84 | Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY | DEBUG | 08:48:48 | 3.84 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:48:48 | 3.84 | SetupIntroAnimation()
DOWNLOADUTILITY | DEBUG | 08:48:48 | 3.84 | Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY | DEBUG | 08:48:48 | 3.84 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv
LOGGER | CONNECT | 08:48:48 | 0 | Connect called at 09/08/2022 08:48:48
LOGGER | TRACE | 08:48:48 | 0 | Saving files to persistent data path: /documents/C2/Logs/09-08-2022_08-48.txt
LOGGER | TRACE | 08:48:48 | 0 | Sync with transform log 3.839771
DOWNLOADUTILITY | DEBUG | 08:48:48 | 0 | Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER | TRACE | 08:48:48 | 0 | ParseLabs()
LOGINMANAGER | DEBUG | 08:48:48 | 0 | Finished parsing labs:Moon Lab, 
DOWNLOADUTILITY | DEBUG | 08:48:48 | 0 | Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE | TRACE | 08:48:48 | 0 | ParseCSV()
AUTHENTICATE | DEBUG | 08:48:57 | 0 | CSVs Parsed
LOGINMANAGER | STATE START | 08:49:06 | 8.67 | Placement
LOGINMANAGER | TRACE | 08:49:06 | 8.67 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:49:37 | 39.48 | Place()
LOGINMANAGER | STATE START | 08:49:37 | 39.48 | Pin Entry
LOGINMANAGER | TRACE | 08:49:37 | 39.48 | ToggleControllerRendering()
LOGINMANAGER | TRACE | 08:49:48 | 50.3 | PinEntered()
LOGINMANAGER | STATE START | 08:49:48 | 50.3 | Authentication
AUTHENTICATE | DEBUG | 08:49:48 | 50.3 | Attempting to authenticate pin: 000111
AUTHENTICATE | DEBUG | 08:49:53 | 50.3 | Attempting to authenticate pin: 000111
AUTHENTICATE | DEBUG | 08:49:59 | 50.3 | Attempting to authenticate pin: 000111
LABLOGGER | INITIALIZE LOG | 08:50:05 | 50.3 | Log file for student: User_111,  M00000111.
LOGINMANAGER | DEBUG | 08:50:05 | 50.3 | Student authenticated: User 111, M00000111
LOGINMANAGER | STATE START | 08:50:05 | 50.3 | Lab Selection
LOGINMANAGER | TRACE | 08:50:05 | 50.3 | GenerateLabListUI()
LOGINMANAGER | TRACE | 08:50:14 | 59.8 | LabSelected()
LOGINMANAGER | DEBUG | 08:50:14 | 59.8 | Lab Selected: 1, Moon Lab
LOGINMANAGER | STATE START | 08:50:14 | 59.8 | Lab Initiation
DOWNLOADUTILITY | DEBUG | 08:50:14 | 59.8 | Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:50:14 | 59.8 | Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:50:18 | 63.54 | Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | TRACE | 08:50:18 | 63.54 | Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY | DEBUG | 08:50:18 | 63.54 | Number of entries to extract: 64
DOWNLOADUTILITY | DEBUG | 08:50:18 | 63.54 | Extracting file: basketball.wav
DOWNLOADUTILITY | DEBUG | 08:50:18 | 63.54 | Extracting file: bigearthmoon.wav
