entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(15, 37, 35)",3.82, Introduction
LOGINMANAGER,TRACE,"(15, 37, 35)",3.82, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(15, 37, 35)",3.82, Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(15, 37, 35)",3.82," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(15, 37, 35)",3.82, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(15, 37, 35)",3.82, Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(15, 37, 35)",3.82," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(15, 37, 35)",0.0, Connect called at 09/28/2022 15:37:35
LOGGER,TRACE,"(15, 37, 35)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-28-2022_15-37.txt
LOGGER,TRACE,"(15, 37, 35)",0.0, Sync with transform log 3.823352
DOWNLOADUTILITY,DEBUG,"(15, 37, 35)",0.1, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(15, 37, 35)",0.1, ParseLabs()
LOGINMANAGER,DEBUG,"(15, 37, 35)",0.1," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(15, 37, 35)",0.1, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(15, 37, 35)",0.1, ParseCSV()
AUTHENTICATE,DEBUG,"(15, 37, 44)",0.1, CSVs Parsed
LOGINMANAGER,STATE START,"(15, 37, 52)",8.68, Placement
LOGINMANAGER,TRACE,"(15, 37, 52)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(15, 38, 26)",42.19, Place()
LOGINMANAGER,STATE START,"(15, 38, 26)",42.19, Pin Entry
LOGINMANAGER,TRACE,"(15, 38, 26)",42.19, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(15, 39, 2)",78.08, PinEntered()
LOGINMANAGER,STATE START,"(15, 39, 2)",78.08, Authentication
AUTHENTICATE,DEBUG,"(15, 39, 2)",78.08, Attempting to authenticate pin: 000157
AUTHENTICATE,DEBUG,"(15, 39, 9)",78.08, Attempting to authenticate pin: 000157
AUTHENTICATE,DEBUG,"(15, 39, 17)",78.08, Attempting to authenticate pin: 000157
LABLOGGER,INITIALIZE LOG,"(15, 39, 25)",78.08," Log file for student: User_157,  M00000157."
LOGINMANAGER,DEBUG,"(15, 39, 25)",78.08," Student authenticated: User 157, M00000157"
LOGINMANAGER,STATE START,"(15, 39, 25)",78.08, Lab Selection
LOGINMANAGER,TRACE,"(15, 39, 26)",78.08, GenerateLabListUI()
LOGINMANAGER,TRACE,"(15, 39, 36)",88.61, LabSelected()
LOGINMANAGER,DEBUG,"(15, 39, 36)",88.61," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(15, 39, 36)",88.61, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(15, 39, 36)",88.61, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(15, 39, 36)",88.61," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,TRACE,"(15, 39, 42)",94.83, Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Number of entries to extract: 64
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: basketball.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: bigearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: Grab.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: introduction.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: labintro.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 42)",94.83, Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_7_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 43)",94.83, Extracting file: moonlab_2_8_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_2_9_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_3_0_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_3_1_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_4_0_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_5_0_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_6_0_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_7_0_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_7_1_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_7_2_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_7_3_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_7_4_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_7_5_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: moonlab_7_6_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: newfinalie.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: not_in_order1.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: not_in_order2.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: not_in_order3.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: Release.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: seeing the moon.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: sorting_instructions.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: sort-nicejob.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: startbasketball.mp3
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: startsim.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 44)",94.83, Extracting file: Test55.mp3
DOWNLOADUTILITY,DEBUG,"(15, 39, 45)",94.83, Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(15, 39, 45)",94.83, Extracting file: demo10.json
DOWNLOADUTILITY,DEBUG,"(15, 39, 45)",94.83, Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY,DEBUG,"(15, 39, 45)",94.83, Extracting file: 2k_moon.jpg
DOWNLOADUTILITY,DEBUG,"(15, 39, 45)",94.83, Extracting file: 2k_sun.jpg
DOWNLOADUTILITY,DEBUG,"(15, 39, 45)",94.83, Extracting file: balldimpled.png
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",94.83," Started Initializing Media Catlogue, 60 resources to load"
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",94.83, Started loading file: basketball.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.18, Started loading file: bigearthmoon.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.22, Started loading file: Grab.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.23, Started loading file: introduction.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.25, Started loading file: labintro.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.27, Started loading file: newfinalie.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.28, Started loading file: not_in_order1.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.3, Started loading file: not_in_order2.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.32, Started loading file: not_in_order3.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.33, Started loading file: Release.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.35, Started loading file: seeing the moon.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.38, Started loading file: sorting_instructions.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.42, Started loading file: sort-nicejob.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 45)",95.44, Started loading file: startbasketball.mp3
MEDIACATALOGUE,DEBUG,"(15, 39, 46)",95.45, Started loading file: startsim.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 46)",95.55, Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 46)",95.57, Started loading file: Test55.mp3
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",95.65, Started loading file: tinyearthmoon.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.0, Started loading file: mixkit-game-bonus-reached-2065.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.02, Started loading file: moonlab_1_1_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.04, Started loading file: moonlab_1_10_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.05, Started loading file: moonlab_1_11_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.07, Started loading file: moonlab_1_2_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.09, Started loading file: moonlab_1_3_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.1, Started loading file: moonlab_1_4_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.12, Started loading file: moonlab_1_5_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.14, Started loading file: moonlab_1_6_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.17, Started loading file: moonlab_1_7_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.19, Started loading file: moonlab_1_7_notused.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.2, Started loading file: moonlab_1_8_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.22, Started loading file: moonlab_1_9_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.25, Started loading file: moonlab_2_0_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.29, Started loading file: moonlab_2_1_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.3, Started loading file: moonlab_2_10_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.32, Started loading file: moonlab_2_11_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.34, Started loading file: moonlab_2_2_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.37, Started loading file: moonlab_2_20_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.39, Started loading file: moonlab_2_3_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.41, Started loading file: moonlab_2_4_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.42, Started loading file: moonlab_2_5_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.44, Started loading file: moonlab_2_6_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.46, Started loading file: moonlab_2_7_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.47, Started loading file: moonlab_2_8_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.49, Started loading file: moonlab_2_9_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 51)",96.51, Started loading file: moonlab_3_0_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.54, Started loading file: moonlab_3_1_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.56, Started loading file: moonlab_4_0_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.58, Started loading file: moonlab_5_0_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.61, Started loading file: moonlab_6_0_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.63, Started loading file: moonlab_7_0_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.65, Started loading file: moonlab_7_1_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.66, Started loading file: moonlab_7_2_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.68, Started loading file: moonlab_7_3_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.7, Started loading file: moonlab_7_4_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.71, Started loading file: moonlab_7_5_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.73, Started loading file: moonlab_7_6_0.wav
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.75, Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",96.99, Started loading file: 2k_moon.jpg
MEDIACATALOGUE,DEBUG,"(15, 39, 52)",97.26, Started loading file: 2k_sun.jpg
MEDIACATALOGUE,DEBUG,"(15, 39, 53)",97.53, Started loading file: balldimpled.png
LOGINMANAGER,TRACE,"(15, 39, 53)",97.58, InitializeLabManager()
LABMANAGER,TRACE,"(15, 39, 53)",97.58, Initialize()
LABMANAGER,STATE START,"(15, 39, 53)",97.58, Module 0
LIGHTINGCONTROL,TRACE,"(15, 39, 53)",97.58, saveLights()
LIGHTINGCONTROL,TRACE,"(15, 39, 53)",97.58, sunlight()
BRIDGE,DEBUG,"(15, 39, 53)",97.58," Creating object: Sun, type: Prefabs/SunPrefab"
BRIDGE,DEBUG,"(15, 39, 53)",97.58," Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(15, 39, 53)",97.58, Adding components: 
BRIDGE,DEBUG,"(15, 39, 53)",97.58," Mesh bounding box: Center: (-37.3, -0.2, 10.9), Extents: (3.1, 2.5, 3.1)"
BRIDGE,DEBUG,"(15, 39, 53)",97.58," Creating object: Earth, type: Prefabs/moveableSphere"
BRIDGE,DEBUG,"(15, 39, 53)",97.58," Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)"
