entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(8, 40, 44)",3.83, Introduction
LOGINMANAGER,TRACE,"(8, 40, 44)",3.83, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(8, 40, 44)",3.83, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(8, 40, 44)",3.83," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(8, 40, 44)",3.83, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(8, 40, 44)",3.83, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(8, 40, 44)",3.83," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(8, 40, 44)",0.0, Connect called at 09/13/2022 08:40:44
LOGGER,TRACE,"(8, 40, 44)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-13-2022_08-40.txt
LOGGER,TRACE,"(8, 40, 44)",0.0, Sync with transform log 3.829126
DOWNLOADUTILITY,DEBUG,"(8, 40, 44)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(8, 40, 44)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(8, 40, 44)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(8, 40, 44)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(8, 40, 44)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(8, 40, 53)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(8, 41, 2)",8.68, Placement
LOGINMANAGER,TRACE,"(8, 41, 2)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 41, 40)",46.51, Place()
LOGINMANAGER,STATE START,"(8, 41, 40)",46.51, Pin Entry
LOGINMANAGER,TRACE,"(8, 41, 40)",46.51, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 42, 14)",80.98, PinEntered()
LOGINMANAGER,STATE START,"(8, 42, 14)",80.98, Authentication
AUTHENTICATE,DEBUG,"(8, 42, 14)",80.98, Attempting to authenticate pin: 000122
AUTHENTICATE,DEBUG,"(8, 42, 20)",80.98, Attempting to authenticate pin: 000122
