entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(13, 35, 13)",3.79, Introduction
LOGINMANAGER,TRACE,"(13, 35, 13)",3.79, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(13, 35, 13)",3.79, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(13, 35, 13)",3.79," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(13, 35, 13)",3.79, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(13, 35, 13)",3.79, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(13, 35, 13)",3.79," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(13, 35, 13)",0.0, Connect called at 09/13/2022 13:35:13
LOGGER,TRACE,"(13, 35, 13)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-13-2022_13-35.txt
LOGGER,TRACE,"(13, 35, 13)",0.0, Sync with transform log 3.792302
DOWNLOADUTILITY,DEBUG,"(13, 35, 14)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(13, 35, 14)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(13, 35, 14)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(13, 35, 14)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(13, 35, 14)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(13, 35, 22)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(13, 35, 31)",8.68, Placement
LOGINMANAGER,TRACE,"(13, 35, 31)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(13, 36, 2)",39.91, Place()
LOGINMANAGER,STATE START,"(13, 36, 2)",39.91, Pin Entry
LOGINMANAGER,TRACE,"(13, 36, 2)",39.91, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(13, 36, 26)",63.28, PinEntered()
LOGINMANAGER,STATE START,"(13, 36, 26)",63.28, Authentication
AUTHENTICATE,DEBUG,"(13, 36, 26)",63.28, Attempting to authenticate pin: 000123
AUTHENTICATE,DEBUG,"(13, 36, 32)",63.28, Attempting to authenticate pin: 000123
AUTHENTICATE,DEBUG,"(13, 36, 38)",63.28, Attempting to authenticate pin: 000123
LABLOGGER,INITIALIZE LOG,"(13, 36, 45)",63.28," Log file for student: User_123,  M00000123."
LOGINMANAGER,DEBUG,"(13, 36, 45)",63.28," Student authenticated: User 123, M00000123"
LOGINMANAGER,STATE START,"(13, 36, 45)",63.28, Lab Selection
LOGINMANAGER,TRACE,"(13, 36, 45)",63.28, GenerateLabListUI()
LOGINMANAGER,TRACE,"(13, 36, 53)",71.36, LabSelected()
LOGINMANAGER,DEBUG,"(13, 36, 53)",71.36," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(13, 36, 53)",71.36, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(13, 36, 53)",71.36, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(13, 36, 53)",71.36," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
