entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(8, 40, 45)",3.83, Introduction
LOGINMANAGER,TRACE,"(8, 40, 45)",3.83, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(8, 40, 45)",3.83, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(8, 40, 45)",3.83," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(8, 40, 45)",3.83, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(8, 40, 45)",3.83, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(8, 40, 45)",3.83," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(8, 40, 45)",0.0, Connect called at 09/15/2022 08:40:45
LOGGER,TRACE,"(8, 40, 45)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-15-2022_08-40.txt
LOGGER,TRACE,"(8, 40, 45)",0.0, Sync with transform log 3.829009
DOWNLOADUTILITY,DEBUG,"(8, 40, 45)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(8, 40, 45)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(8, 40, 45)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(8, 40, 45)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(8, 40, 45)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(8, 40, 54)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(8, 41, 3)",8.69, Placement
LOGINMANAGER,TRACE,"(8, 41, 3)",8.69, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 41, 39)",44.36, Place()
LOGINMANAGER,STATE START,"(8, 41, 39)",44.36, Pin Entry
LOGINMANAGER,TRACE,"(8, 41, 39)",44.36, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 42, 5)",70.34, PinEntered()
LOGINMANAGER,STATE START,"(8, 42, 5)",70.34, Authentication
AUTHENTICATE,DEBUG,"(8, 42, 5)",70.34, Attempting to authenticate pin: 000127
AUTHENTICATE,DEBUG,"(8, 42, 11)",70.34, Attempting to authenticate pin: 000127
AUTHENTICATE,DEBUG,"(8, 42, 18)",70.34, Attempting to authenticate pin: 000127
LABLOGGER,INITIALIZE LOG,"(8, 42, 24)",70.34," Log file for student: User_127,  M00000127."
LOGINMANAGER,DEBUG,"(8, 42, 24)",70.34," Student authenticated: User 127, M00000127"
LOGINMANAGER,STATE START,"(8, 42, 24)",70.34, Lab Selection
LOGINMANAGER,TRACE,"(8, 42, 24)",70.34, GenerateLabListUI()
LOGINMANAGER,TRACE,"(8, 42, 34)",80.54, LabSelected()
LOGINMANAGER,DEBUG,"(8, 42, 34)",80.54," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(8, 42, 34)",80.54, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(8, 42, 34)",80.54, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(8, 42, 34)",80.54," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,TRACE,"(8, 42, 40)",86.19, Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Number of entries to extract: 64
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: basketball.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: bigearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: Grab.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: introduction.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: labintro.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 40)",86.19, Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 41)",86.19, Extracting file: moonlab_2_7_0.wav
