entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(15, 42, 7)",3.83, Introduction
LOGINMANAGER,TRACE,"(15, 42, 7)",3.83, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(15, 42, 7)",3.83, Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(15, 42, 7)",3.83," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(15, 42, 7)",3.83, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(15, 42, 7)",3.83, Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(15, 42, 7)",3.83," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(15, 42, 7)",0.0, Connect called at 09/26/2022 15:42:07
LOGGER,TRACE,"(15, 42, 7)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-26-2022_15-42.txt
LOGGER,TRACE,"(15, 42, 7)",0.0, Sync with transform log 3.834069
DOWNLOADUTILITY,DEBUG,"(15, 42, 7)",0.1, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(15, 42, 7)",0.1, ParseLabs()
LOGINMANAGER,DEBUG,"(15, 42, 7)",0.1," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(15, 42, 7)",0.1, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(15, 42, 7)",0.1, ParseCSV()
AUTHENTICATE,DEBUG,"(15, 42, 16)",0.1, CSVs Parsed
LOGINMANAGER,STATE START,"(15, 42, 24)",8.69, Placement
LOGINMANAGER,TRACE,"(15, 42, 24)",8.69, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(15, 42, 54)",38.73, Place()
LOGINMANAGER,STATE START,"(15, 42, 54)",38.73, Pin Entry
LOGINMANAGER,TRACE,"(15, 42, 54)",38.73, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(15, 43, 10)",53.89, PinEntered()
LOGINMANAGER,STATE START,"(15, 43, 10)",53.89, Authentication
AUTHENTICATE,DEBUG,"(15, 43, 10)",53.89, Attempting to authenticate pin: 000148
AUTHENTICATE,DEBUG,"(15, 43, 17)",53.89, Attempting to authenticate pin: 000148
AUTHENTICATE,DEBUG,"(15, 43, 25)",53.89, Attempting to authenticate pin: 000148
LABLOGGER,INITIALIZE LOG,"(15, 43, 34)",53.89," Log file for student: User_148,  M00000148."
LOGINMANAGER,DEBUG,"(15, 43, 34)",53.89," Student authenticated: User 148, M00000148"
