entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(8, 41, 3)",3.81, Introduction
LOGINMANAGER,TRACE,"(8, 41, 3)",3.81, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(8, 41, 3)",3.81, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(8, 41, 3)",3.81," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(8, 41, 3)",3.81, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(8, 41, 3)",3.81, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(8, 41, 3)",3.81," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(8, 41, 3)",0.0, Connect called at 09/12/2022 08:41:03
LOGGER,TRACE,"(8, 41, 3)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-12-2022_08-41.txt
LOGGER,TRACE,"(8, 41, 3)",0.0, Sync with transform log 3.811225
DOWNLOADUTILITY,DEBUG,"(8, 41, 3)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(8, 41, 3)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(8, 41, 3)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(8, 41, 3)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(8, 41, 3)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(8, 41, 12)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(8, 41, 21)",8.68, Placement
LOGINMANAGER,TRACE,"(8, 41, 21)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 41, 55)",42.73, Place()
LOGINMANAGER,STATE START,"(8, 41, 55)",42.73, Pin Entry
LOGINMANAGER,TRACE,"(8, 41, 55)",42.73, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 42, 22)",69.41, PinEntered()
LOGINMANAGER,STATE START,"(8, 42, 22)",69.41, Authentication
AUTHENTICATE,DEBUG,"(8, 42, 22)",69.41, Attempting to authenticate pin: 000118
AUTHENTICATE,DEBUG,"(8, 42, 28)",69.41, Attempting to authenticate pin: 000118
AUTHENTICATE,DEBUG,"(8, 42, 34)",69.41, Attempting to authenticate pin: 000118
LABLOGGER,INITIALIZE LOG,"(8, 42, 40)",69.41," Log file for student: User_118,  M00000118."
LOGINMANAGER,DEBUG,"(8, 42, 40)",69.41," Student authenticated: User 118, M00000118"
LOGINMANAGER,STATE START,"(8, 42, 40)",69.41, Lab Selection
LOGINMANAGER,TRACE,"(8, 42, 40)",69.41, GenerateLabListUI()
LOGINMANAGER,TRACE,"(8, 42, 50)",79.78, LabSelected()
LOGINMANAGER,DEBUG,"(8, 42, 51)",79.78," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(8, 42, 51)",79.78, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(8, 42, 51)",79.78, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(8, 42, 51)",79.78," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
DOWNLOADUTILITY,DEBUG,"(8, 42, 54)",83.44, Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,TRACE,"(8, 42, 54)",83.44, Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(8, 42, 54)",83.44, Number of entries to extract: 64
DOWNLOADUTILITY,DEBUG,"(8, 42, 54)",83.44, Extracting file: basketball.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 54)",83.44, Extracting file: bigearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 54)",83.44, Extracting file: Grab.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 54)",83.44, Extracting file: introduction.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 55)",83.44, Extracting file: labintro.wav
DOWNLOADUTILITY,DEBUG,"(8, 42, 55)",83.44, Extracting file: mixkit-game-bonus-reached-2065.wav
