entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(15, 59, 15)",3.83, Introduction
LOGINMANAGER,TRACE,"(15, 59, 15)",3.83, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(15, 59, 15)",3.83, Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(15, 59, 15)",3.83," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(15, 59, 15)",3.83, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(15, 59, 15)",3.83, Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(15, 59, 15)",3.83," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(15, 59, 15)",0.0, Connect called at 10/17/2022 15:59:15
LOGGER,TRACE,"(15, 59, 15)",0.0, Saving files to persistent data path: /documents/C2/Logs/10-17-2022_15-59.txt
LOGGER,TRACE,"(15, 59, 15)",0.0, Sync with transform log 3.831869
DOWNLOADUTILITY,DEBUG,"(15, 59, 16)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(15, 59, 16)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(15, 59, 16)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(15, 59, 16)",0.05, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(15, 59, 16)",0.05, ParseCSV()
AUTHENTICATE,DEBUG,"(15, 59, 25)",0.05, CSVs Parsed
LOGINMANAGER,STATE START,"(15, 59, 33)",8.68, Placement
LOGINMANAGER,TRACE,"(15, 59, 33)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(16, 0, 31)",67.21, Place()
LOGINMANAGER,STATE START,"(16, 0, 31)",67.21, Pin Entry
LOGINMANAGER,TRACE,"(16, 0, 31)",67.21, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(16, 1, 11)",106.88, PinEntered()
LOGINMANAGER,STATE START,"(16, 1, 11)",106.88, Authentication
AUTHENTICATE,DEBUG,"(16, 1, 11)",106.88, Attempting to authenticate pin: 0007
LOGINMANAGER,DEBUG,"(16, 2, 1)",106.88, Pin failed to authenticate
LOGINMANAGER,STATE START,"(16, 2, 1)",106.88, Pin Entry
LOGINMANAGER,TRACE,"(16, 2, 1)",106.88, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(16, 2, 32)",138.29, PinEntered()
LOGINMANAGER,STATE START,"(16, 2, 32)",138.29, Authentication
AUTHENTICATE,DEBUG,"(16, 2, 32)",138.29, Attempting to authenticate pin: 000170
AUTHENTICATE,DEBUG,"(16, 2, 41)",138.29, Attempting to authenticate pin: 000170
AUTHENTICATE,DEBUG,"(16, 2, 50)",138.29, Attempting to authenticate pin: 000170
LABLOGGER,INITIALIZE LOG,"(16, 2, 59)",138.29," Log file for student: User_170,  M00000170."
LOGINMANAGER,DEBUG,"(16, 2, 59)",138.29," Student authenticated: User 170, M00000170"
LOGINMANAGER,STATE START,"(16, 2, 59)",138.29, Lab Selection
LOGINMANAGER,TRACE,"(16, 2, 59)",138.29, GenerateLabListUI()
LOGINMANAGER,TRACE,"(16, 3, 11)",150.84, LabSelected()
LOGINMANAGER,DEBUG,"(16, 3, 11)",150.84," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(16, 3, 11)",150.84, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(16, 3, 11)",150.84, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(16, 3, 12)",150.84," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,TRACE,"(16, 3, 18)",157.19, Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Number of entries to extract: 64
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: basketball.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: bigearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: Grab.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: introduction.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: labintro.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 18)",157.19, Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_7_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_8_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_2_9_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_3_0_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_3_1_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_4_0_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_5_0_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_6_0_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 19)",157.19, Extracting file: moonlab_7_0_0.wav
DOWNLOADUTILITY,DEBUG,"(16, 3, 20)",157.19, Extracting file: moonlab_7_1_0.wav
