entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(15, 30, 45)",3.82, Introduction
LOGINMANAGER,TRACE,"(15, 30, 45)",3.82, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(15, 30, 45)",3.82, Starting download of file $/documents/C2/login/All_Labs.json from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(15, 30, 45)",3.82," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(15, 30, 45)",3.82, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(15, 30, 45)",3.82, Starting download of file $/documents/C2/login/pin_ids.csv from url: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(15, 30, 45)",3.82," Inside download coroutine, URL: https://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(15, 30, 45)",0.0, Connect called at 09/21/2022 15:30:45
LOGGER,TRACE,"(15, 30, 45)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-21-2022_15-30.txt
LOGGER,TRACE,"(15, 30, 45)",0.0, Sync with transform log 3.822942
DOWNLOADUTILITY,DEBUG,"(15, 30, 46)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(15, 30, 46)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(15, 30, 46)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(15, 30, 46)",0.08, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(15, 30, 46)",0.08, ParseCSV()
AUTHENTICATE,DEBUG,"(15, 30, 55)",0.08, CSVs Parsed
LOGINMANAGER,STATE START,"(15, 31, 3)",8.68, Placement
LOGINMANAGER,TRACE,"(15, 31, 3)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(15, 31, 43)",49.19, Place()
LOGINMANAGER,STATE START,"(15, 31, 44)",49.19, Pin Entry
