entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(13, 36, 10)",3.84, Introduction
LOGINMANAGER,TRACE,"(13, 36, 10)",3.84, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(13, 36, 10)",3.84, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(13, 36, 10)",3.84," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(13, 36, 11)",3.84, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(13, 36, 11)",3.84, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(13, 36, 11)",3.84," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(13, 36, 11)",0.0, Connect called at 09/08/2022 13:36:11
LOGGER,TRACE,"(13, 36, 11)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-08-2022_13-36.txt
LOGGER,TRACE,"(13, 36, 11)",0.0, Sync with transform log 3.84137
DOWNLOADUTILITY,DEBUG,"(13, 36, 11)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(13, 36, 11)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(13, 36, 11)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(13, 36, 11)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(13, 36, 11)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(13, 36, 20)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(13, 36, 29)",8.68, Placement
LOGINMANAGER,TRACE,"(13, 36, 29)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(13, 37, 9)",48.74, Place()
LOGINMANAGER,STATE START,"(13, 37, 9)",48.74, Pin Entry
LOGINMANAGER,TRACE,"(13, 37, 9)",48.74, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(13, 37, 51)",90.72, PinEntered()
LOGINMANAGER,STATE START,"(13, 37, 51)",90.72, Authentication
AUTHENTICATE,DEBUG,"(13, 37, 51)",90.72, Attempting to authenticate pin: 000115
AUTHENTICATE,DEBUG,"(13, 37, 57)",90.72, Attempting to authenticate pin: 000115
AUTHENTICATE,DEBUG,"(13, 38, 3)",90.72, Attempting to authenticate pin: 000115
LABLOGGER,INITIALIZE LOG,"(13, 38, 9)",90.72," Log file for student: User_115,  M00000115."
LOGINMANAGER,DEBUG,"(13, 38, 9)",90.72," Student authenticated: User 115, M00000115"
LOGINMANAGER,STATE START,"(13, 38, 9)",90.72, Lab Selection
LOGINMANAGER,TRACE,"(13, 38, 9)",90.72, GenerateLabListUI()
LOGINMANAGER,TRACE,"(13, 38, 37)",118.91, LabSelected()
LOGINMANAGER,DEBUG,"(13, 38, 37)",118.91," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(13, 38, 37)",118.91, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(13, 38, 37)",118.91, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(13, 38, 37)",118.91," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
DOWNLOADUTILITY,DEBUG,"(13, 38, 42)",124.11, Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,TRACE,"(13, 38, 42)",124.11, Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(13, 38, 42)",124.11, Number of entries to extract: 64
DOWNLOADUTILITY,DEBUG,"(13, 38, 42)",124.11, Extracting file: basketball.wav
DOWNLOADUTILITY,DEBUG,"(13, 38, 42)",124.11, Extracting file: bigearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(13, 38, 42)",124.11, Extracting file: Grab.wav
