entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(9, 47, 26)",3.82, Introduction
LOGINMANAGER,TRACE,"(9, 47, 26)",3.82, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(9, 47, 26)",3.82, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(9, 47, 26)",3.82," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(9, 47, 26)",3.82, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(9, 47, 26)",3.82, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(9, 47, 26)",3.82," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(9, 47, 26)",0.0, Connect called at 09/14/2022 09:47:26
LOGGER,TRACE,"(9, 47, 26)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-14-2022_09-47.txt
LOGGER,TRACE,"(9, 47, 26)",0.0, Sync with transform log 3.823848
DOWNLOADUTILITY,DEBUG,"(9, 47, 26)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(9, 47, 26)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(9, 47, 26)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(9, 47, 26)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(9, 47, 27)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(9, 47, 35)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(9, 47, 44)",8.69, Placement
LOGINMANAGER,TRACE,"(9, 47, 44)",8.69, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(9, 48, 25)",49.62, Place()
LOGINMANAGER,STATE START,"(9, 48, 25)",49.62, Pin Entry
LOGINMANAGER,TRACE,"(9, 48, 25)",49.62, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(9, 49, 3)",87.28, PinEntered()
LOGINMANAGER,STATE START,"(9, 49, 3)",87.28, Authentication
AUTHENTICATE,DEBUG,"(9, 49, 3)",87.28, Attempting to authenticate pin: 000124
AUTHENTICATE,DEBUG,"(9, 49, 9)",87.28, Attempting to authenticate pin: 000124
AUTHENTICATE,DEBUG,"(9, 49, 16)",87.28, Attempting to authenticate pin: 000124
LABLOGGER,INITIALIZE LOG,"(9, 49, 22)",87.28," Log file for student: User_124,  M00000124."
LOGINMANAGER,DEBUG,"(9, 49, 22)",87.28," Student authenticated: User 124, M00000124"
LOGINMANAGER,STATE START,"(9, 49, 22)",87.28, Lab Selection
LOGINMANAGER,TRACE,"(9, 49, 22)",87.28, GenerateLabListUI()
LOGINMANAGER,TRACE,"(9, 49, 29)",93.83, LabSelected()
LOGINMANAGER,DEBUG,"(9, 49, 29)",93.83," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(9, 49, 29)",93.83, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(9, 49, 29)",93.83, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(9, 49, 29)",93.83," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
