entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(15, 22, 52)",3.79, Introduction
LOGINMANAGER,TRACE,"(15, 22, 52)",3.79, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(15, 22, 52)",3.79, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(15, 22, 52)",3.79," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(15, 22, 52)",3.79, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(15, 22, 52)",3.79, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(15, 22, 52)",3.79," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(15, 22, 52)",0.0, Connect called at 09/14/2022 15:22:52
LOGGER,TRACE,"(15, 22, 52)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-14-2022_15-22.txt
LOGGER,TRACE,"(15, 22, 52)",0.0, Sync with transform log 3.787613
DOWNLOADUTILITY,DEBUG,"(15, 22, 52)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(15, 22, 52)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(15, 22, 52)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(15, 22, 52)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(15, 22, 52)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(15, 23, 1)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(15, 23, 10)",8.68, Placement
LOGINMANAGER,TRACE,"(15, 23, 10)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(15, 23, 45)",44.36, Place()
LOGINMANAGER,STATE START,"(15, 23, 45)",44.36, Pin Entry
LOGINMANAGER,TRACE,"(15, 23, 45)",44.36, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(15, 23, 59)",57.99, PinEntered()
LOGINMANAGER,STATE START,"(15, 23, 59)",57.99, Authentication
AUTHENTICATE,DEBUG,"(15, 23, 59)",57.99, Attempting to authenticate pin: 000125
AUTHENTICATE,DEBUG,"(15, 24, 5)",57.99, Attempting to authenticate pin: 000125
AUTHENTICATE,DEBUG,"(15, 24, 12)",57.99, Attempting to authenticate pin: 000125
LABLOGGER,INITIALIZE LOG,"(15, 24, 18)",57.99," Log file for student: User_125,  M00000125."
LOGINMANAGER,DEBUG,"(15, 24, 18)",57.99," Student authenticated: User 125, M00000125"
LOGINMANAGER,STATE START,"(15, 24, 18)",57.99, Lab Selection
LOGINMANAGER,TRACE,"(15, 24, 18)",57.99, GenerateLabListUI()
LOGINMANAGER,TRACE,"(15, 24, 27)",66.47, LabSelected()
LOGINMANAGER,DEBUG,"(15, 24, 27)",66.47," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(15, 24, 27)",66.47, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(15, 24, 27)",66.47, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(15, 24, 27)",66.47," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,TRACE,"(15, 24, 32)",71.97, Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Number of entries to extract: 64
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Extracting file: basketball.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Extracting file: bigearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Extracting file: Grab.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Extracting file: introduction.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Extracting file: labintro.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 32)",71.97, Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 33)",71.97, Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_20_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_3_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_4_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_5_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_6_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_7_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_8_0.wav
DOWNLOADUTILITY,DEBUG,"(15, 24, 34)",71.97, Extracting file: moonlab_2_9_0.wav
