entity,tag,abstime,reltime,message
LOGINMANAGER,STATE START,"(8, 46, 20)",3.83, Introduction
LOGINMANAGER,TRACE,"(8, 46, 20)",3.83, ToggleControllerRendering()
DOWNLOADUTILITY,DEBUG,"(8, 46, 20)",3.83, Starting download of file $/documents/C2/login/All_Labs.json from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json
DOWNLOADUTILITY,DEBUG,"(8, 46, 20)",3.83," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/testlabs001.json, path: /documents/C2/login/All_Labs.json"
LOGINMANAGER,TRACE,"(8, 46, 20)",3.83, SetupIntroAnimation()
DOWNLOADUTILITY,DEBUG,"(8, 46, 20)",3.83, Starting download of file $/documents/C2/login/pin_ids.csv from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv
DOWNLOADUTILITY,DEBUG,"(8, 46, 20)",3.83," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/pin_ids.csv, path: /documents/C2/login/pin_ids.csv"
LOGGER,CONNECT,"(8, 46, 20)",0.0, Connect called at 09/06/2022 08:46:20
LOGGER,TRACE,"(8, 46, 20)",0.0, Saving files to persistent data path: /documents/C2/Logs/09-06-2022_08-46.txt
LOGGER,TRACE,"(8, 46, 20)",0.0, Sync with transform log 3.831837
DOWNLOADUTILITY,DEBUG,"(8, 46, 20)",0.0, Successfully downloaded /documents/C2/login/All_Labs.json
LOGINMANAGER,TRACE,"(8, 46, 20)",0.0, ParseLabs()
LOGINMANAGER,DEBUG,"(8, 46, 20)",0.0," Finished parsing labs:Moon Lab, "
DOWNLOADUTILITY,DEBUG,"(8, 46, 20)",0.0, Successfully downloaded /documents/C2/login/pin_ids.csv
AUTHENTICATE,TRACE,"(8, 46, 20)",0.0, ParseCSV()
AUTHENTICATE,DEBUG,"(8, 46, 28)",0.0, CSVs Parsed
LOGINMANAGER,STATE START,"(8, 46, 37)",8.68, Placement
LOGINMANAGER,TRACE,"(8, 46, 37)",8.68, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 47, 16)",47.78, Place()
LOGINMANAGER,STATE START,"(8, 47, 16)",47.78, Pin Entry
LOGINMANAGER,TRACE,"(8, 47, 16)",47.78, ToggleControllerRendering()
LOGINMANAGER,TRACE,"(8, 47, 35)",66.58, PinEntered()
LOGINMANAGER,STATE START,"(8, 47, 35)",66.58, Authentication
AUTHENTICATE,DEBUG,"(8, 47, 35)",66.58, Attempting to authenticate pin: 000105
AUTHENTICATE,DEBUG,"(8, 47, 40)",66.58, Attempting to authenticate pin: 000105
AUTHENTICATE,DEBUG,"(8, 47, 46)",66.58, Attempting to authenticate pin: 000105
LABLOGGER,INITIALIZE LOG,"(8, 47, 51)",66.58," Log file for student: User_105,  M00000105."
LOGINMANAGER,DEBUG,"(8, 47, 51)",66.58," Student authenticated: User 105, M00000105"
LOGINMANAGER,STATE START,"(8, 47, 51)",66.58, Lab Selection
LOGINMANAGER,TRACE,"(8, 47, 52)",66.58, GenerateLabListUI()
LOGINMANAGER,TRACE,"(8, 47, 57)",71.91, LabSelected()
LOGINMANAGER,DEBUG,"(8, 47, 57)",71.91," Lab Selected: 1, Moon Lab"
LOGINMANAGER,STATE START,"(8, 47, 57)",71.91, Lab Initiation
DOWNLOADUTILITY,DEBUG,"(8, 47, 57)",71.91, Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(8, 47, 57)",71.91," Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip"
DOWNLOADUTILITY,DEBUG,"(8, 48, 0)",75.64, Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,TRACE,"(8, 48, 0)",75.64, Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY,DEBUG,"(8, 48, 0)",75.64, Number of entries to extract: 64
DOWNLOADUTILITY,DEBUG,"(8, 48, 0)",75.64, Extracting file: basketball.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 0)",75.64, Extracting file: bigearthmoon.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 0)",75.64, Extracting file: Grab.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 0)",75.64, Extracting file: introduction.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: labintro.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: mixkit-game-bonus-reached-2065.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_1_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_10_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_11_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_2_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_3_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_4_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_5_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_6_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_7_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_7_notused.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_8_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_1_9_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_2_0_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_2_1_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_2_10_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 1)",75.64, Extracting file: moonlab_2_11_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 2)",75.64, Extracting file: moonlab_2_2_0.wav
DOWNLOADUTILITY,DEBUG,"(8, 48, 2)",75.64, Extracting file: moonlab_2_20_0.wav
